IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1405,https://numismatics.org/sco/id/sc.1.399.9,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.561,1,,,,
igch1405,http://numismatics.org/sco/id/sc.1.607b,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.653.3,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.727.2,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.689.10.,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.689.3,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.689.9,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.704.2,1,,,,
igch1405,http://numismatics.org/sco/id/sc.1.748d,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.748,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.764.1,3,,,,
igch1405,https://numismatics.org/sco/id/sc.1.667,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.897,1,,,,
igch1405,http://numismatics.org/sco/id/sc.1.903.2,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.904,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.576.1,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.942.2,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.902.1,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.902.2,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.1041.1,3,,,,
igch1405,https://numismatics.org/sco/id/sc.1.1042.2,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.1010,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.1160.1,1,,,,
igch1405,https://numismatics.org/sco/id/sc.1.1230b,1,,,,
igch1405,https://greekcoinage.org/iris/id/perge_colin_1996_1.1,2,,,,
igch1406,"Philip III, Uncertain Mint, Tetradrachm",1,,,,
igch1406,https://numismatics.org/pella/id/price.P225,1,,,,
igch1406,https://numismatics.org/pella/id/price.99,1,,,,
igch1406,https://numismatics.org/pella/id/price.481,1,,,,
igch1406,https://numismatics.org/pella/id/price.465,1,,,,
igch1406,https://numismatics.org/pella/id/price.468,1,,,,
igch1406,https://numismatics.org/pella/id/price.520,1,,,,
igch1406,https://numismatics.org/pella/id/price.856,1,,,,
igch1406,https://numismatics.org/pella/id/price.1268,1,,,,
igch1406,"Alexander III, Uncertain Black Sea, Tetradrachm",1,,,,
igch1406,"Alexander III, Pergamum?, Tetradrachm",1,,,,
igch1406,https://numismatics.org/pella/id/price.1599,1,,,,
igch1406,https://numismatics.org/pella/id/price.1474,1,,,,
igch1406,https://numismatics.org/pella/id/price.2074,1,,,,
igch1406,https://numismatics.org/pella/id/price.2130,1,,,,
igch1406,https://numismatics.org/pella/id/price.1699,1,,,,
igch1406,https://numismatics.org/pella/id/price.1905,1,,,,
igch1406,https://numismatics.org/pella/id/price.2023,1,,,,
igch1406,https://numismatics.org/pella/id/price.2150,1,,,,
igch1406,https://numismatics.org/pella/id/price.2158,2,,,,
igch1406,https://numismatics.org/pella/id/price.2229,1,,,,
igch1406,https://numismatics.org/pella/id/price.2369,1,,,,
igch1406,https://numismatics.org/pella/id/price.2919,1,,,,
igch1406,https://numismatics.org/pella/id/price.2926,1,,,,
igch1406,https://numismatics.org/pella/id/price.2981,1,,,,
igch1406,https://numismatics.org/pella/id/price.3098,1,,,,
igch1406,https://numismatics.org/pella/id/price.3365,2,,,,
igch1406,https://numismatics.org/pella/id/price.3382,1,,,,
igch1406,https://numismatics.org/pella/id/price.3426,2,,,,
igch1406,https://numismatics.org/sco/id/sc.1.67.3b,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.67.5a,1,,,,
igch1406,https://numismatics.org/pella/id/price.3700,1,,,,
igch1406,"Alexander III, Uncertain Mint, Tetradrachm [Price 3426 var.?]",1,,,,
igch1406,"Alexander III, Uncertain Mint, Tetradrachm",10,,,,
igch1406,https://numismatics.org/pella/id/price.213A,1,,,,
igch1406,https://numismatics.org/pella/id/price.4059,1,,,,
igch1406,https://numismatics.org/pella/id/price.2810,1,,,,
igch1406,https://numismatics.org/pella/id/price.2987,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.27,1,,,,
igch1406,https://numismatics.org/agco/id/newell.demetrius.151,1,,,,
igch1406,https://greekcoinage.org/iris/id/antigonus_ii_demetrius_ii_macedon.panagopoulou.iii.2.1,1,,,,
igch1406,https://greekcoinage.org/iris/id/antigonus_iii.panagopoulou.iii.2.4,2,,,,
igch1406,"Lysimachus, Amphipolis, Tetradrachm [Thompson 201]",1,,"Corpus Nummorum",,
igch1406,https://www.corpus-nummorum.eu/types/12250,1,,,,
igch1406,"Lysimachus, Lampsacus, Tetradrachm [Thompson 47]",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Lampsacus?, Tetradrachm [Thompson NOT]",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Lampsacus, Tetradrachm [Thompson 50]",1,,"CN Coin 7375 (not type ID)",,
igch1406,"Lysimachus, Lampsacus, Tetradrachm [Thompson 61]",2,,"Corpus Nummorum",,
igch1406,"Lysimachus, Cius, Tetradrachm [Marinescu 2017, Issue 36]",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Cyzicus, Tetradrachm",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Pergamum?, Tetradrachm [Thompson NOT]",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Magnesia-on-the-Maeander, Tetradrachm [Thompson 110]",1,,"Corpus Nummorum",,
igch1406,"Lysimachus, Uncertain Mint, Tetradrachm",5,,"Corpus Nummorum",,
igch1406,https://www.corpus-nummorum.eu/types/21545,1,,"Issue 65, #151—errors in CN typology",,
igch1406,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.112,1,,"Corpus Nummorum",,
igch1406,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,1,,,,
igch1406,https://www.corpus-nummorum.eu/parenttypes/272,1,,,,
igch1406,https://www.corpus-nummorum.eu/parenttypes/271,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.379.3a,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.615.1,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.495.2d,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.571.1,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.587.4a,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.587.4b,2,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1143,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.653.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.654.4,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.690,2,,,,
igch1406,https://numismatics.org/sco/id/sc.1.704.1g,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.748.d,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.735A,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.830.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.730.2,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.643A,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.875.6,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.877.8,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.880.2,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.836.4,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.898.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.921.1,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.921.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.939.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.576.5b,2,,,,
igch1406,https://numismatics.org/sco/id/sc.1.943,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1041.2,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1041.3,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1042.2,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1070.1b,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1074.2,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1201,1,,,,
igch1406,https://numismatics.org/sco/id/sc.1.1162.1,1,,,,
igch1406,https://greekcoinage.org/iris/id/perge_colin_1996_1.1,2,,,,
igch1407,"Alexander III of Macedon, Silver, Drachma",,14,"1 in ANS",,
igch1408,https://greekcoinage.org/iris/id/selge_sng_paris_1948-54,4,56,,,
igch1409,"Selge, Silver",,22+,"as BMC 23ff. [behind, astragalos—not SNG Paris 1948-54 type?]",,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [Dioscuri caps LF]",2,,,,
igch1410,https://numismatics.org/pella/id/price.942,2,,,,
igch1410,https://numismatics.org/pella/id/price.1169A,1,,,,
igch1410,https://numismatics.org/pella/id/price.1168,1,,,,
igch1410,https://numismatics.org/pella/id/price.1173,1,,,,
igch1410,https://numismatics.org/pella/id/price.976,1,,,,
igch1410,https://numismatics.org/pella/id/price.992,3,,,,
igch1410,https://numismatics.org/pella/id/price.975,2,,,,
igch1410,https://numismatics.org/pella/id/price.998,1,,,,
igch1410,https://numismatics.org/pella/id/price.999,1,,,,
igch1410,https://numismatics.org/pella/id/price.1001,4,,,,
igch1410,https://numismatics.org/pella/id/price.1029,1,,,,
igch1410,https://numismatics.org/pella/id/price.882,10,,,,
igch1410,https://numismatics.org/pella/id/price.1280,1,,,,
igch1410,https://numismatics.org/pella/id/price.1281,1,,,,
igch1410,https://numismatics.org/pella/id/price.1286,2,,,,
igch1410,https://numismatics.org/pella/id/price.1293,9,,,,
igch1410,https://numismatics.org/pella/id/price.1287,1,,,,
igch1410,https://numismatics.org/pella/id/price.1289,1,,,,
igch1410,https://numismatics.org/pella/id/price.1290,1,,,,
igch1410,https://numismatics.org/pella/id/price.1291,1,,,,
igch1410,https://numismatics.org/pella/id/price.1292,1,,,,
igch1410,https://numismatics.org/pella/id/price.1294,4,,,,
igch1410,https://numismatics.org/pella/id/price.1296,1,,,,
igch1410,https://numismatics.org/pella/id/price.1297,1,,,,
igch1410,https://numismatics.org/pella/id/price.1298,3,,,,
igch1410,https://numismatics.org/pella/id/price.1299,3,,,,
igch1410,https://numismatics.org/pella/id/price.1300,2,,,,
igch1410,https://numismatics.org/pella/id/price.1306,1,,,,
igch1410,https://numismatics.org/pella/id/price.1307,5,,,,
igch1410,https://numismatics.org/pella/id/price.1302,2,,,,
igch1410,https://numismatics.org/pella/id/price.1303,1,,,,
igch1410,https://numismatics.org/pella/id/price.1308,4,,,,
igch1410,https://numismatics.org/pella/id/price.1309,1,,,,
igch1410,https://numismatics.org/pella/id/price.1304,10,,,,
igch1410,https://numismatics.org/pella/id/price.1305,1,,,,
igch1410,https://numismatics.org/pella/id/price.1257,1,,,,
igch1410,https://numismatics.org/pella/id/price.1267,1,,,,
igch1410,https://numismatics.org/pella/id/price.1258,1,,,,
igch1410,https://numismatics.org/pella/id/price.1269,1,,,,
igch1410,https://numismatics.org/pella/id/price.1265,1,,,,
igch1410,https://numismatics.org/pella/id/price.1270,1,,,,
igch1410,https://greekcoinage.org/iris/id/sinope.waddington.1925.50,1,,,,
igch1410,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,8,,,,
igch1410,https://www.corpus-nummorum.eu/types/12079,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.482.6,1,,,,
igch1410,"Lysimachus, Lysimachia, Tetradrachm",2,,,,
igch1410,"Lysimachus, Perinthus, Tetradrachm",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group III Issue 41",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group III Issue 60",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group III Issue 58",1,,,,
igch1410,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.144,1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group IV Issue 73, #164",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group IV Issue 74, #167",2,,,,
igch1410,"Marinescu 1996 (Byzantium) Group IV Issue 75, #169",2,,,,
igch1410,"Marinescu 1996 (Byzantium) Group IV Issue 76, #172",1,,,,
igch1410,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.152,4,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 79, #179",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 80, #182",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 78, #177",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 81, #186–188",3,,,,
igch1410,https://www.corpus-nummorum.eu/types/20773,2,,,,
igch1410,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.154,3,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 90, #215",1,,,,
igch1410,"Marinescu 1996 (Byzantium) Group V Issue 91, #217",4,,,,
igch1410,"Marinescu 1996 (Byzantium) Group VI Issue 92, #221",3,,,,
igch1410,https://www.corpus-nummorum.eu/types/cn.byzantium.1_ed.159,5,,,,
igch1410,"Marinescu 1996 (Chalcedon) Group II",6,,,,
igch1410,"Marinescu 1996 (Chalcedon) Group III",2,,,,
igch1410,"Marinescu 1996 (Chalcedon) Group IV",1,,,,
igch1410,"Marinescu 1996 (Chalcedon) Group V",6,,,,
igch1410,"Lysimachus, Cius, Tetradrachm",3,,,,
igch1410,"Lysimachus, Cyzicus, Tetradrachm",29,,,,
igch1410,https://numismatics.org/sco/id/sc.1.836.9,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.836.13,1,,,,
igch1410,"Lysimachus, Lampsacus, Tetradrachm",3,,,,
igch1410,https://numismatics.org/sco/id/sc.1.855.1,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.855.2,3,,,,
igch1410,https://numismatics.org/sco/id/sc.1.848.4,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.848.3a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.850.2,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.877.5,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.879.1a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.882.5,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.879.3a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.879.3b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.882.3,1,,,,
igch1410,http://numismatics.org/sco/id/sc.1.880.2,1,,,,
igch1410,http://numismatics.org/sco/id/sc.1.880.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.882.7,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.868,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.864.2,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.867.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.869,1,,,,
igch1410,"Lysimachus, Tenedus, Tetradrachm",6,,,,
igch1410,"Lysimachus, Uncertain Mint, Tetradrachm",9,,,,
igch1410,"Marinescu 1996 (Byzantium) Group I Issue 6 #12",1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.511.1,1,,,,
igch1410,https://numismatics.org/pella/id/price.1599,1,,,,
igch1410,https://numismatics.org/pella/id/price.2223,3,,,,
igch1410,https://numismatics.org/pella/id/price.1700,1,,,,
igch1410,https://numismatics.org/pella/id/price.1699,3,,,,
igch1410,https://numismatics.org/pella/id/price.1702,3,,,,
igch1410,https://numismatics.org/pella/id/price.1703,1,,,,
igch1410,https://numismatics.org/pella/id/price.1691,1,,,,
igch1410,https://numismatics.org/pella/id/price.1692,1,,,,
igch1410,https://numismatics.org/pella/id/price.1648,1,,,,
igch1410,https://numismatics.org/pella/id/price.1652,1,,,,
igch1410,https://numismatics.org/pella/id/price.1614,1,,,,
igch1410,https://numismatics.org/pella/id/price.1616,1,,,,
igch1410,https://numismatics.org/pella/id/price.1618,1,,,,
igch1410,https://numismatics.org/pella/id/price.1619,1,,,,
igch1410,https://numismatics.org/pella/id/price.1665,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.308b,1,,,,
igch1410,"Eumenes I, Pergamum, Tetradrachm [Westermark Group III]",1,,,,
igch1410,"Attalus I, Pergamum, Tetradrachm [Westermark Group IV A]",2,,,,
igch1410,"Attalus I, Pergamum, Tetradrachm [Westermark Group VI A]",6,,,,
igch1410,"???, Pergamum, Tetradrachm [Westermark ??]",1,,,,
igch1410,"Attalus I, Pergamum, Tetradrachm [Westermark Group VI B]",4,,,,
igch1410,https://numismatics.org/pella/id/price.1475,1,,,,
igch1410,https://numismatics.org/pella/id/price.2817,1,,,,
igch1410,https://numismatics.org/pella/id/price.1481,1,,,,
igch1410,https://numismatics.org/pella/id/price.1484,2,,,,
igch1410,https://numismatics.org/pella/id/price.1483,1,,,,
igch1410,https://numismatics.org/pella/id/price.1487,1,,,,
igch1410,https://numismatics.org/pella/id/price.1489,5,,,,
igch1410,https://numismatics.org/pella/id/price.1490,2,,,,
igch1410,"Antiochus Hierax, Smyrna or Sardis, Tetradrachm [SC 898.4 or 899.1]",1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.901,1,,,,
igch1410,https://numismatics.org/pella/id/price.2226,1,,,,
igch1410,https://numismatics.org/pella/id/price.2227,1,,,,
igch1410,https://numismatics.org/pella/id/price.2228,1,,,,
igch1410,"Lysimachus, Smyrna, Tetradrachm",1,,,,
igch1410,https://numismatics.org/pella/id/price.2253,2,,,,
igch1410,https://numismatics.org/pella/id/price.1744,1,,,,
igch1410,https://numismatics.org/pella/id/price.1908,1,,,,
igch1410,https://numismatics.org/pella/id/price.1907,2,,,,
igch1410,https://numismatics.org/pella/id/price.1906,1,,,,
igch1410,https://numismatics.org/pella/id/price.1910,6,,,,
igch1410,https://numismatics.org/pella/id/price.1909,1,,,,
igch1410,https://numismatics.org/pella/id/price.2356,1,,,,
igch1410,https://numismatics.org/pella/id/price.2367,1,,,,
igch1410,https://numismatics.org/pella/id/price.2366,1,,,,
igch1410,https://numismatics.org/pella/id/price.2380,1,,,,
igch1410,https://numismatics.org/pella/id/price.2388,1,,,,
igch1410,https://numismatics.org/pella/id/price.2384,2,,,,
igch1410,https://numismatics.org/pella/id/price.2385,7,,,,
igch1410,https://numismatics.org/pella/id/price.2381,2,,,,
igch1410,https://numismatics.org/pella/id/price.2379,1,,,,
igch1410,https://numismatics.org/pella/id/price.2378,1,,,,
igch1410,https://numismatics.org/pella/id/price.2396,3,,,,
igch1410,https://numismatics.org/pella/id/price.2393,3,,,,
igch1410,https://numismatics.org/pella/id/price.2395,2,,,,
igch1410,https://numismatics.org/pella/id/price.2402,2,,,,
igch1410,https://numismatics.org/pella/id/price.2399,1,,,,
igch1410,https://numismatics.org/pella/id/price.2403,3,,,,
igch1410,https://numismatics.org/pella/id/price.2387,1,,,,
igch1410,https://numismatics.org/pella/id/price.2375,2,,,,
igch1410,https://numismatics.org/pella/id/price.2312,1,,,,
igch1410,https://numismatics.org/pella/id/price.1861,1,,,,
igch1410,https://numismatics.org/pella/id/price.1855,1,,,,
igch1410,https://numismatics.org/pella/id/price.1856,1,,,,
igch1410,https://numismatics.org/pella/id/price.1860,1,,,,
igch1410,https://numismatics.org/pella/id/price.1881,1,,,,
igch1410,https://numismatics.org/pella/id/price.1884,1,,,,
igch1410,https://numismatics.org/pella/id/price.1885,1,,,,
igch1410,https://numismatics.org/pella/id/price.1886,1,,,,
igch1410,https://numismatics.org/pella/id/price.2446,7,,,,
igch1410,https://numismatics.org/pella/id/price.2448,5,,,,
igch1410,https://numismatics.org/pella/id/price.2447,9,,,,
igch1410,"Lysimachus, Magnesia, Tetradrachm",2,,,,
igch1410,https://numismatics.org/pella/id/price.2025,1,,,,
igch1410,https://numismatics.org/pella/id/price.2026,1,,,,
igch1410,https://numismatics.org/pella/id/price.2024,2,,,,
igch1410,https://numismatics.org/pella/id/price.2035,2,,,,
igch1410,https://numismatics.org/pella/id/price.2037,1,,,,
igch1410,https://numismatics.org/pella/id/price.2040,1,,,,
igch1410,https://numismatics.org/pella/id/price.2049,1,,,,
igch1410,https://numismatics.org/pella/id/price.2051,1,,,,
igch1410,https://numismatics.org/pella/id/price.2041,1,,,,
igch1410,https://numismatics.org/pella/id/price.2042,1,,,,
igch1410,https://numismatics.org/pella/id/price.2150,1,,,,
igch1410,https://numismatics.org/pella/id/price.2157,1,,,,
igch1410,https://numismatics.org/pella/id/price.2167,1,,,,
igch1410,https://numismatics.org/pella/id/price.2165,1,,,,
igch1410,https://numismatics.org/pella/id/price.2166,1,,,,
igch1410,https://numismatics.org/pella/id/price.2168,4,,,,
igch1410,https://numismatics.org/pella/id/price.2169,1,,,,
igch1410,https://numismatics.org/pella/id/price.2170,2,,,,
igch1410,https://numismatics.org/pella/id/price.2171,1,,,,
igch1410,https://numismatics.org/pella/id/price.2176,1,,,,
igch1410,https://numismatics.org/pella/id/price.2177,2,,,,
igch1410,https://numismatics.org/pella/id/price.2178,1,,,,
igch1410,https://numismatics.org/pella/id/price.2181,2,,,,
igch1410,https://numismatics.org/pella/id/price.2181A,1,,,,
igch1410,https://numismatics.org/pella/id/price.2183,1,,,,
igch1410,https://numismatics.org/pella/id/price.2184,1,,,,
igch1410,https://greekcoinage.org/iris/id/alabanda_meadows_2020_1,2,,,,
igch1410,https://numismatics.org/pella/id/price.2494,1,,,,
igch1410,"Alexander, Uncertain Caria, Tetradrachm [double-axe LF]",5,,,,
igch1410,https://numismatics.org/pella/id/price.2502,1,,,,
igch1410,https://numismatics.org/pella/id/price.2472,2,,,,
igch1410,https://numismatics.org/pella/id/price.2473,1,,,,
igch1410,https://numismatics.org/pella/id/price.2471,1,,,,
igch1410,https://numismatics.org/pella/id/price.2507,6,,,,
igch1410,https://numismatics.org/pella/id/price.2511,6,,,,
igch1410,https://numismatics.org/pella/id/price.2512,5,,,,
igch1410,https://numismatics.org/pella/id/price.2515,1,,,,
igch1410,https://numismatics.org/pella/id/price.2513,3,,,,
igch1410,https://numismatics.org/pella/id/price.2518,10,,,,
igch1410,https://numismatics.org/pella/id/price.2521,4,,,,
igch1410,https://numismatics.org/pella/id/price.2524,3,,,,
igch1410,https://numismatics.org/pella/id/price.2522,6,,,,
igch1410,https://numismatics.org/pella/id/price.2517,11,,,,
igch1410,https://numismatics.org/pella/id/price.2520,6,,,,
igch1410,https://numismatics.org/pella/id/price.2526,5,,,,
igch1410,https://numismatics.org/pella/id/price.2527,3,,,,
igch1410,https://numismatics.org/pella/id/price.2836,2,,,,
igch1410,https://numismatics.org/pella/id/price.2837,1,,,,
igch1410,https://numismatics.org/pella/id/price.2838,2,,,,
igch1410,https://numismatics.org/pella/id/price.2840,1,,,,
igch1410,https://numismatics.org/pella/id/price.2843,2,,,,
igch1410,https://numismatics.org/pella/id/price.2846,1,,,,
igch1410,https://numismatics.org/pella/id/price.2847,1,,,,
igch1410,https://numismatics.org/pella/id/price.2849,1,,,,
igch1410,https://numismatics.org/pella/id/price.2851,1,,,,
igch1410,https://numismatics.org/pella/id/price.2853,1,,,,
igch1410,https://numismatics.org/pella/id/price.2855,2,,,,
igch1410,https://numismatics.org/pella/id/price.2858,1,,,,
igch1410,https://numismatics.org/pella/id/price.2859,1,,,,
igch1410,https://numismatics.org/pella/id/price.2916,3,,,,
igch1410,https://numismatics.org/pella/id/price.2920,1,,,,
igch1410,https://numismatics.org/pella/id/price.2921,1,,,,
igch1410,https://numismatics.org/pella/id/price.2925,2,,,,
igch1410,https://numismatics.org/pella/id/price.2927,1,,,,
igch1410,https://numismatics.org/pella/id/price.2928,1,,,,
igch1410,https://numismatics.org/pella/id/price.2930,3,,,,
igch1410,https://numismatics.org/pella/id/price.2931,2,,,,
igch1410,https://numismatics.org/pella/id/price.2933,5,,,,
igch1410,https://numismatics.org/pella/id/price.2935,2,,,,
igch1410,https://numismatics.org/pella/id/price.2937,3,,,,
igch1410,https://numismatics.org/pella/id/price.2938,3,,,,
igch1410,https://numismatics.org/pella/id/price.2939,1,,,,
igch1410,https://numismatics.org/pella/id/price.2940,2,,,,
igch1410,https://numismatics.org/pella/id/price.2941,2,,,,
igch1410,https://numismatics.org/pella/id/price.2942,2,,,,
igch1410,https://numismatics.org/pella/id/price.2943,1,,,,
igch1410,https://numismatics.org/pella/id/price.2880,5,,,,
igch1410,https://numismatics.org/pella/id/price.2882,1,,,,
igch1410,https://numismatics.org/pella/id/price.2884,2,,,,
igch1410,https://numismatics.org/pella/id/price.2888,6,,,,
igch1410,https://numismatics.org/pella/id/price.2889,3,,,,
igch1410,https://numismatics.org/pella/id/price.2890,1,,,,
igch1410,https://numismatics.org/pella/id/price.2891,4,,,,
igch1410,https://numismatics.org/pella/id/price.2892,1,,,,
igch1410,https://numismatics.org/pella/id/price.2895,4,,,,
igch1410,https://numismatics.org/pella/id/price.2896,6,,,,
igch1410,https://numismatics.org/pella/id/price.2897,3,,,,
igch1410,https://numismatics.org/pella/id/price.2898,3,,,,
igch1410,https://greekcoinage.org/iris/id/side_leschhorn_1989_1-23,4,,,,
igch1410,https://numismatics.org/sco/id/sc.1.331.3a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1025b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1026.4,1,,,,
igch1410,https://numismatics.org/pella/id/price.P130,1,,,,
igch1410,https://numismatics.org/pella/id/price.3230,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.335.3,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.921.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1041.1,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1041.2,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1042.1,3,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1043.7,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1045.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1063,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1069.1a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1071.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1076,1,,,,
igch1410,https://numismatics.org/pella/id/price.3365,1,,,,
igch1410,https://numismatics.org/pella/id/price.3384,1,,,,
igch1410,https://numismatics.org/pella/id/price.3386,3,,,,
igch1410,https://numismatics.org/pella/id/price.3387,1,,,,
igch1410,https://numismatics.org/pella/id/price.3388,3,,,,
igch1410,https://numismatics.org/pella/id/price.3390,3,,,,
igch1410,https://numismatics.org/pella/id/price.3391,3,,,,
igch1410,https://numismatics.org/pella/id/price.3392,2,,,,
igch1410,https://numismatics.org/pella/id/price.3393,1,,,,
igch1410,https://numismatics.org/pella/id/price.3395,1,,,,
igch1410,https://numismatics.org/pella/id/price.3396,1,,,,
igch1410,https://numismatics.org/pella/id/price.3475,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1140,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1133.4a,4,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1133.4c,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1133.9,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1133.11b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1133.3,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.967,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1132.2,1,,,,
igch1410,"Alexander, 'Babylon'?, Tetradrachm [ΑΛΕΞ.; monogram in wreath LF, ΜΙ TH]",1,,,,
igch1410,"Alexander, 'Babylon'?, Tetradrachm [ΒΑ.ΑΛ.; monogram in wreath LF, ΜΙ TH]",1,,,,
