IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1228,"Cebren, Bronze",,[uncertain],,,
igch1228,"Ilium, Bronze",,[uncertain],,,
igch1228,"Neandria, Bronze",,[uncertain],,,
igch1229,"Cebren, Bronze",,11,,,
igch1229,"Gargara, Bronze",,1,,,
igch1229,"Neandria, Bronze",,1,,,
igch1229,"Ophrynium, Bronze",,1,,,
igch1229,"Scepsis, Bronze",,1,,,
igch1229,"Sigeum, Bronze",,1,,,
igch1230,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iiib_late_siglos,,8+,,,
igch1230,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,,4+,,,
igch1232,"Antandrus, Silver, Tetrobol",,1+,,,
igch1233,"Cyzicus, Silver, Stater [Soteira / ΚΥΖΙ, lion's head]",,1,"CN Parent Group required: Fritze Group III = Meadows Type 2 (e.g. CN type 21564)",,
igch1233,https://greekcoinage.org/iris/id/ephesus_kinns_holt_2023.ii.ar.viii,,1,,,
igch1233,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iiib_late_siglos,,1-32,"Unknown proportion",,
igch1233,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,,1-32,"Unknown proportion",,
igch1234,"Cyzicus, Silver, Fraction",,284,,,
igch1234,"Lampsacus, Silver, Fraction",,24,,,
igch1234,https://greekcoinage.org/iris/id/mende.babelon_1907.1607,,4,,,
igch1235,https://greekcoinage.org/iris/id/sinope.waddington.1925.3a-10b,,21+,,,
igch1236,https://greekcoinage.org/iris/id/sinope.waddington.1925.11-14,,500,"As SNG vA 6834–6841",,
igch1237,https://greekcoinage.org/iris/id/trapezus.waddington.1925.1,,uncertain,"Robinson 1930 does not list number but a footnote points to Wadd. 1–3a",,
igch1237,https://greekcoinage.org/iris/id/trapezus.waddington.1925.2-2a,,uncertain,,,
igch1237,https://greekcoinage.org/iris/id/trapezus.waddington.1925.3-3b,,uncertain,,,
igch1237,https://greekcoinage.org/iris/id/sinope.waddington.1925.17-21a,193,16,,,
igch1237,https://greekcoinage.org/iris/id/sinope.waddington.1925.22-3,4,,"Later issues (with aphlaston)",,
igch1237,https://greekcoinage.org/iris/id/sinope.waddington.1925.24,9,,"""Barbarous""",,
igch1237,https://greekcoinage.org/iris/id/sinope.waddington.1925.25-28,4,,"Later issues (without aphlaston)",,
igch1238,https://greekcoinage.org/iris/id/sinope.waddington.1925.17-21a,35,uncertain,,,
igch1240,https://greekcoinage.org/iris/id/amisus.waddington.1925.1,18,,,,
igch1240,https://greekcoinage.org/iris/id/sinope.waddington.1925.25-28,226,"uncertain 134?","Later issue, reduced (without aplustre)",,
igch1240,https://greekcoinage.org/iris/id/sinope.waddington.1925.30,1,,,,
igch1240,https://greekcoinage.org/iris/id/sinope.waddington.1925.22-3,10,,"Later issue, heavy (with aplustre)",,
igch1241,"Achaemenid Empire, Sardis, Gold, Daric",,2000,,,
igch1242,"Amisus, Silver, Siglos",,150+,,,
igch1243,https://greekcoinage.org/iris/id/athens.flament_2007.standardized,28,,,,
igch1243,"Silver, Tetradrachm [Athenian imitations]",,32,,,
igch1243,"Silver, Tetradrachm [Athenian imitations]",5,,"Buttrey Style M (van Alfen 2002)",,
igch1243,"Silver, Tetradrachm [Athenian imitations]",1,,"Buttrey Style A (van Alfen 2002)",,
igch1243,"Silver, Tetradrachm [Athenian imitations]",4,,"Buttrey Style X (van Alfen 2002)",,
igch1243,"Tissaphernes, Miletus, Silver, Tetradrachm",1,,"New type? pl. 5.8 Robinson NC 1948",,
igch1244,"Athens, Silver, Tetradrachm [Imitation]",5,,,,"46 of this hoard in ANS"
igch1244,https://greekcoinage.org/iris/id/sinope.waddington.1925.17-21a,30,,,,
igch1244,https://greekcoinage.org/iris/id/aspendus_tekin_2000_series_1,30,231,,,
igch1244,"Aspendus, Silver, Double siglos [Tekin 2000, Series 2–3]",121,,,,
igch1244,"Aspendus, Silver, Double siglos [Tekin 2000, Series 1–3]",11,,"In ANS; unillustrated",,
igch1244,https://greekcoinage.org/iris/id/selge_sng_paris_1914-27,68,103,"55 in Mørkholm; 13 in ANS",,
igch1244,https://greekcoinage.org/iris/id/pharnabazus_satrap_tarsus_moysey_1986_3,44,64,"35 in Mørkholm; 9 in ANS",,
igch1244,https://greekcoinage.org/iris/id/datames_satrap_tarsus_moysey_1986_4,57,262,"46 in Mørkholm; 11 in ANS",,
igch1244,https://greekcoinage.org/iris/id/datames_satrap_tarsus_moysey_1986_5,12,24,"10 in Mørkholm; 2 in ANS",,
igch1244,https://greekcoinage.org/iris/id/datames_satrap_tarsus_moysey_1986_6,1,,,,
igch1245,"Aspendus, Silver, Double siglos",50,uncertain,"Tekin 2000 has nothing—could be any of Series 1–4 based on presumed burial",,
igch1246,"Aspendus, Silver, Double siglos",,[uncertain],,,
igch1246,"Selge, Silver, Double siglos",,[uncertain],,,
igch1246,"Datames of Cappadocia, Silver, Double siglos",,[uncertain],,,
igch1246,"Mazaeus, Silver, Double siglos",,[uncertain],,,
igch1248,"Cyzicus, Silver, Stater",,3+,,,
igch1248,"Ephesus, Silver, Tetradrachm",,5+,,,
igch1249,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iiib_late_siglos,,1-37,"Unknown proportion",,
igch1249,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,,1-37,"Unknown proportion",,
igch1250,"Lycia Dynasts, Silver, Stater",,4,"Noe says 67 total but describes only 63",,
igch1250,https://greekcoinage.org/iris/id/lycia_dynasts_noe_1958_1-2,2,,,,
igch1250,https://greekcoinage.org/iris/id/lycia_dynasts_noe_1958_3-4,2,,,,
igch1250,https://greekcoinage.org/iris/id/lycia_dynasts_hoff_2017_m79,8,,,,
igch1250,https://greekcoinage.org/iris/id/lycia_dynasts_museler_2016_iii.34,14,,,,
igch1250,https://greekcoinage.org/iris/id/lycia_dynasts_hoff_2017_m80,37,,,,
igch1253,https://greekcoinage.org/iris/id/aspendus_babelon_1907_855-67,26,9+,"26 at Copenhagen: SNG Cop. 153ff.",,
igch1254,https://greekcoinage.org/iris/id/athens.flament_2007.standardized,,1,"Group III",,
igch1254,https://greekcoinage.org/iris/id/corinth.calciati.1990.period_iii.class_1-3,,1,,,
igch1254,https://greekcoinage.org/iris/id/aspendus_tekin_2000_series_1,2,,,,
igch1254,https://greekcoinage.org/iris/id/side_atlan_1967_iii.14-26,4,,,,
igch1254,https://greekcoinage.org/iris/id/side_atlan_1967_iv.34-44,8,3,,,
igch1254,https://greekcoinage.org/iris/id/citium.azbaal.bmc.10-28,1,,,,
igch1257,"Aspendus, Silver, Double siglos",,6+,,,
igch1257,"Side, Silver, Double siglos",,1+,,,
igch1258,https://greekcoinage.org/iris/id/celenderis_kraay_1961_series_iv,,35,,,
igch1260,"Mallus, Silver, Double siglos",,2+,"Presumably one of the Babelon types but can't know which",,
igch1260,"Soli (Pompeiopolis), Silver, Double siglos",,20+,"Presumably one of the Babelon types but can't know which",,
igch1260,https://greekcoinage.org/iris/id/salamis_cyprus.euagoras_i.bmc.56-60,53,,"3 ""staters"" and 50 ""thirds"" (same type) according to McGregor 1999 (PhD Thesis), Series I",,
igch1261,https://greekcoinage.org/iris/id/issus_brindley_group_6,2,,"Robinson has three more, but Cahn doubts part of this hoard; those coins not in IGCH",,
igch1261,https://greekcoinage.org/iris/id/issus_brindley_group_5,1,,,,
igch1261,https://greekcoinage.org/iris/id/celenderis_kraay_1961_series_iv,3,,,,
igch1261,https://greekcoinage.org/iris/id/lapethus.demonikos.bmc.citium.74,2,,,,
igch1261,https://greekcoinage.org/iris/id/tiribazus_satrap_mallus_babelon_1910_580,1,,,,
igch1261,https://greekcoinage.org/iris/id/mallus_babelon_1910_1410,1,,,,
igch1261,https://greekcoinage.org/iris/id/nagidus_lederer_1932_vii,1,,"Not listed in IGCH",,
igch1261,https://greekcoinage.org/iris/id/nagidus_lederer_1932_ix,3,,"Not listed in IGCH",,
igch1261,https://greekcoinage.org/iris/id/side_atlan_1967_vi.86-91,1,,,,
igch1261,https://greekcoinage.org/iris/id/side_atlan_1967_viii.98-120,2,,,,
igch1261,https://greekcoinage.org/iris/id/soli-pompeiopolis_bmc_34,1,,,,
igch1261,"Tarsus, Stater [Aphrodite head / Herakles wrestling lion]",1,,"New type? Robinson 1948 no. 11",,
igch1261,https://greekcoinage.org/iris/id/pharnabazus_satrap_tarsus_moysey_1986_3,1,,,,
igch1261,https://greekcoinage.org/iris/id/pharnabazus_satrap_tarsus_moysey_1986_1,1,,,,
igch1262,https://greekcoinage.org/iris/id/wekhssere_ii_lycia_olcay_morkholm_1971_1-7,7,,"nos. 1–7",,
igch1262,https://greekcoinage.org/iris/id/wekhssere_ii_lycia_olcay_morkholm_1971_8-10,3,,"nos. 8–10",,
igch1262,https://greekcoinage.org/iris/id/zagaba_hoff_2017_m315,15,,"nos. 11–25",,
igch1262,https://greekcoinage.org/iris/id/zagaba_hoff_2017_m314,2,,"nos. 26–27",,
igch1262,https://greekcoinage.org/iris/id/aruwatijesi_lycia_hoff_2017_m129,3,,"nos. 28–30",,
igch1262,https://greekcoinage.org/iris/id/mithrapata_lycia_mildenberg_1965_a.7-12,61,,"nos. 31–91",,
igch1262,https://greekcoinage.org/iris/id/mithrapata_lycia_hoff_2017_m224-8,31,,"nos. 92–122",,
igch1262,https://greekcoinage.org/iris/id/trbbenimi_lycia_hoff_2017_m275,5,,"nos. 125–129",,
igch1262,https://greekcoinage.org/iris/id/trbbenimi_lycia_hoff_2017_m276,222,,"nos. 123–124 and 130-349 (staters and thirds)",,
igch1262,"Trbbenimi at Zemu [lion scalp / triskeles, incuse circle or square]",12,,"nos. 350–361; like M292 but with TPB below lion scalp?",,
igch1262,https://greekcoinage.org/iris/id/trbbenimi_lycia_hoff_2017_m278,1,,"no. 362",,
igch1262,"Trbbenimi and Vedrei [triskeles / triskeles, circle incuse]",4,,"nos. 363–366; M277p?",,
igch1262,https://greekcoinage.org/iris/id/wedrei_hoff_2017_m304,5,,"nos. 367–371",,
igch1262,https://greekcoinage.org/iris/id/perikle_lycia_museler_2016_viii.45,17,,"nos. 372–388",,
igch1262,https://greekcoinage.org/iris/id/perikle_lycia_mildenberg_1965_a.20-9,59,,"nos. 389–447",,
igch1262,https://greekcoinage.org/iris/id/perikle_lycia_hoff_2017_m240-1,41,,"nos. 448–488",,
igch1262,https://greekcoinage.org/iris/id/aspendus_babelon_1910_1548-51,34,,"nos. 489–522",,
igch1262,https://greekcoinage.org/iris/id/aspendus_babelon_1910_1548bis-54,6,,"nos. 523–528",,
igch1262,"Aspendus, Silver, Double Siglos [wrestlers / slinger]",202,,"nos. 529–730; Tekin 2000 is very unclear about this—Series I–III? They look most like Series III but he only mentions Podalia under Series I!",,
igch1264,"Celenderis, Silver, Fraction",,[uncertain],,,
igch1264,"Mallus, Silver, Fraction",,[uncertain],,,
igch1264,"Uncertain Cilicia, Fraction",,[uncertain],,,
igch1267,"Aspendus, Silver, Double siglos",,1000,"Details of 26 coins on file in BM; presumably Tekin 2000 types, Series I-IV based on date?",,
igch1268,"Aspendus, Silver, Double siglos",,7+,"Information from Robinson; 1 is Babelon II.2 1575 (whatever that is); Tekin 2000 Series I-IV based on date?",,
igch1269,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iiib_late_siglos,,1-38,"Information from Saadet Taner; unknown proportion of 39",,
igch1269,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,,1-38,,,
igch1270,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iiib_late_siglos,,1-999,"Unknown proportion of 1000",,
igch1270,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,,1-999,,,
igch1271,https://greekcoinage.org/iris/id/sardes_carradice_1987_type_iv_late_siglos,2,uncertain,,,"CLASSICAL ENDS"
igch1281,"Cyzicus, Silver, Tetradrachm",17,uncertain,"Fritze Group V = Sandstrom Group 4; not in ARCH/CN",,"HELLENISTIC BEGINS"
igch1282,"Alexander III of Macedon, Bronze",,3,"Uncertain: two without mintmarks (Milne nos. 1–2) and one illegible (Milne no. 16)",,"IGCH lists disposition in Oxford so presumably this information is somewhere in the Ashmolean?"
igch1282,http://numismatics.org/pella/id/price.311,1,,,,
igch1282,http://numismatics.org/pella/id/price.322,1,,,,
igch1282,http://numismatics.org/pella/id/price.3029,1,,,,
igch1282,http://numismatics.org/pella/id/price.3028,1,,,,
igch1282,http://numismatics.org/pella/id/price.2102A,4,,,,
igch1282,http://numismatics.org/pella/id/price.2110,1,,,,
igch1282,http://numismatics.org/pella/id/price.298,,1,"Uncertain type",,
igch1282,http://numismatics.org/pella/id/price.308,1,,,,
igch1282,http://numismatics.org/pella/id/price.332,,1,"Uncertain type",,
igch1282,"Alexander III of Macedon, Bronze",,1,"Uncertain type; Price 311 var.? (Milne no. 15)",,
igch1282,http://numismatics.org/pella/id/price.2799,3,1,"Milne describes no. 20 as ""grasshopper l."", but Price (p53) implies it's also 2799",,
igch1283,http://numismatics.org/pella/id/price.1560,1,,,,
igch1283,http://numismatics.org/pella/id/price.2090,1,,,,
igch1283,http://numismatics.org/pella/id/price.2553,1,,,,
igch1283,http://numismatics.org/pella/id/price.2274,1,,,,
igch1283,"Alexander III of Macedon, Colophon, Silver, Drachma",1,,"Either Price 1751 or 1753",,
igch1283,http://numismatics.org/pella/id/price.1761,1,,,,
igch1283,http://numismatics.org/pella/id/price.1801,1,,,,
igch1283,http://numismatics.org/pella/id/price.1792,1,,,,
igch1283,http://numismatics.org/pella/id/price.1825,1,,"Uncertain—assumes Erim made an error in catalogue (of which there are several)",,
igch1283,https://numismatics.org/pella/id/price.P46,1,,,,
igch1284,"Rhodes, Didrachm [400 BCE - 333 BCE, Helios hd. 3/4 facing r. / rose within incuse square]",2,,"Unsure what these would be in Ashton 2001",,"IGCH lists 18 but ANS associates 21 with hoard (all same accession year)"
igch1284,https://greekcoinage.org/iris/id/rhodes_ashton_2001_95-9,11,,,,
igch1284,"Rhodes, Didrachm [333 BCE - 304 BCE, Helios hd. 3/4 facing r. / rose]",7,,"Unsure what these would be in Ashton 2001",,
igch1284,https://greekcoinage.org/iris/id/rhodes_ashton_2001_180-7,1,,"ΕΡΑΣΙΚΛΗΣ + helment type—dating wrong in ANS?",,"per Ashton, dated 275–250 BCE, hence hoard date wrong in IGCH?"
igch1285,https://greekcoinage.org/iris/id/rhodes_ashton_2001_109-56,30,uncertain,,,
igch1286,https://greekcoinage.org/iris/id/rhodes_ashton_2001_109-56,139,,,,
igch1288,"Demetrius I Poliorcetes, Bronze",1,,"Newell no. 172–173 var.",,
igch1288,https://greekcoinage.org/iris/id/erythrae_kinns_1980_period_ii.2.ae.5,1,,,,
igch1288,https://greekcoinage.org/iris/id/rhodes_ashton_2001_100-01,1,,"no. 1 (Ashton 101)",,
igch1288,https://greekcoinage.org/iris/id/rhodes_ashton_2001_102-3,1,,"no. 2 (Ashton 103)",,
igch1288,https://greekcoinage.org/iris/id/rhodes_ashton_2001_171-7,1,,"no. 3 (Ashton 172)",,
igch1288,"Rhodes, Hemidrachm",1,,"no. 4 (Ashton ???)",,
igch1288,https://greekcoinage.org/iris/id/rhodes_ashton_2001_109-56,169,,"Some may be earlier bronze, but uncertain",,
igch1291,https://greekcoinage.org/iris/id/rhodes_ashton_2001_157-162,1,,,,"coinhoards.org lists these as bronze!"
igch1291,https://greekcoinage.org/iris/id/rhodes_ashton_2001_171-7,17,,,,
igch1292,"Alexander III of Macedon, Abydus, Silver, Drachma",1,,"""Information from Saadet Taner"", disposition Ankara (inv. 1122)",,
igch1292,"Alexander III of Macedon, Lampsacus, Silver, Drachma",4,,,,
igch1292,"Alexander III of Macedon, Colophon, Silver, Drachma",5,,,,
igch1292,"Alexander III of Macedon, Magnesia ad Maeandrum, Silver, Drachma",1,,,,
igch1292,"Alexander III of Macedon, Miletus, Silver, Drachma",1,,,,
igch1292,"Alexander III of Macedon, Uncertain mints, Silver, Drachma",2,,,,
igch1292,"Philip III Arrhidaeus, Abydus?, Silver, Drachma",1,,,,
igch1292,"Lysimachus, Aenus, Silver, Tetradrachm, 306 B.C.-281 B.C.",1,,Th.257?,,
igch1292,"Lysimachus, Lampsacus, Silver, Tetradrachm, 306 B.C.-281 B.C.",2,,"Th. 40–61?",,"Error on coinhoards.org — miscounted"
igch1292,"Lysimachus, Magnesia ad Maeandrum, Silver, Tetradrachm, 306 B.C.-281 B.C.",1,,Th.101–116?,,
igch1292,"Lysimachus, Colophon, Silver, Drachma, 306 B.C.-281 B.C.",1,,"Not in Th.? Alluded to p. 175",,
igch1292,"Ephesus, Silver, Tetradrachm",1,,,,
igch1292,"Rhodes, Silver, Didrachm",26,,,,
igch1292,"Rhodes, Silver, Drachma",4,,,,
igch1292,"Rhodes, Silver, Hemidrachm",1,,,,
igch1293,https://numismatics.org/pella/id/price.113,1,,,,
igch1293,https://numismatics.org/pella/id/price.132,1,,,,
igch1293,https://numismatics.org/pella/id/price.129,1,,,,
igch1293,https://numismatics.org/pella/id/price.447,1,,,,
igch1293,https://numismatics.org/pella/id/price.475,1,,,,
igch1293,https://numismatics.org/pella/id/price.644,1,,,,
igch1293,https://numismatics.org/pella/id/price.2099,1,,,,
igch1293,https://numismatics.org/pella/id/price.3107,1,,,,
igch1293,https://numismatics.org/pella/id/price.3153,1,,,,
igch1293,https://numismatics.org/pella/id/price.3166,1,,,,
igch1293,https://numismatics.org/pella/id/price.3426,1,,,,
igch1293,https://numismatics.org/pella/id/price.3424,1,,,,
igch1293,https://numismatics.org/pella/id/price.3279,1,,,,
igch1293,https://numismatics.org/pella/id/price.3203,1,,,,
igch1293,https://numismatics.org/pella/id/price.3976,1,,,,
igch1293,https://numismatics.org/pella/id/price.P181,1,,,,
igch1293,https://numismatics.org/pella/id/price.3746,1,,,,
igch1293,https://numismatics.org/pella/id/price.3742,2,,,,
igch1293,https://numismatics.org/pella/id/price.3751,1,,,,
igch1293,https://numismatics.org/pella/id/price.3726,1,,,,
igch1293,https://numismatics.org/sco/id/sc.1.117.1c,1,,,,
igch1293,"Lysimachus, Lampsacus, Silver, Tetradrachm",1,,"Th. 56",,"CN only has Lysimachi from Thrace?"
igch1293,"Lysimachus, Sardis, Silver, Tetradrachm",1,,"Th. 86",,
igch1294,https://numismatics.org/pella/id/pella.philip_ii.331,1,,"This coin",,"No ARCH types for Philip II AV"
igch1294,"Philip II, Abydus, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Abydus, Gold, Stater, 336 B.C.-300 B.C.",1,,"Not in BM online catalogue, but one of accession nos. 9, 12 or 14",,
igch1294,"Philip II, Clazomenae, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Magnesia ad Maeandrum, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Teos, Gold, Stater, 336 B.C.-300 B.C.",1,,"Not in BM online catalogue, but one of accession nos. 9, 12 or 14",,
igch1294,"Philip II, Mylasa, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"Not in BM online catalogue, but one of accession nos. 9, 12 or 14",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1294,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-300 B.C.",1,,"This coin",,
igch1295,https://greekcoinage.org/iris/id/methymna_franke_1975_16,,2024/01/08,"Unknown proportion",,"Incidentally, date wrong for some Franke 1975 types?"
igch1295,https://greekcoinage.org/iris/id/methymna_franke_1975_13,,2024/01/08,"Unknown proportion",,
igch1295,https://greekcoinage.org/iris/id/mytilene_babelon_1910_2243-50,10,,,,
igch1296,"Demetrius I Poliorcetes, Bronze",,1,,"Boehringer 1968",
igch1296,"Pergamum, Bronze",,13,,"Boehringer 1968",
igch1296,"Colophon, Bronze",,1,,"Boehringer 1968","Kinns doesn't mention this hoard?"
igch1296,"Uncertain value, Bronze",,1,,"Boehringer 1968",
igch1297,https://greekcoinage.org/iris/id/methymna_franke_1975_13,2,uncertain,"as BMC 12ff.",,
igch1297,https://greekcoinage.org/iris/id/mytilene_babelon_1910_2243-50,2,uncertain,"as BMC 32ff.",,
igch1297,"Mytilene, Silver, Fraction",2,uncertain,,,
igch1297,https://greekcoinage.org/iris/id/mytilene_babelon_1910_2252,132,uncertain,"as BMC 37ff.",,
igch1297,https://greekcoinage.org/iris/id/mytilene_bmc_96-105,1,uncertain,"as BMC 96ff.",,
igch1298,"Lysimachia, Bronze [young Herakles r. / standing Nike with wreath, vertical ethnic]",1,,"II Münsterberg; variant of CN 12559?",,
igch1298,https://www.corpus-nummorum.eu/types/12083,1,,"New CN parent-type for 12083, 12085, 12086? I Münsterberg",,
igch1298,https://www.corpus-nummorum.eu/types/12105,2,,"III Münsterberg",,
igch1298,"Lysimachia, Bronze [veiled Demeter r. wreath / standing Nike with wreath]",11,,"IV Münsterberg; all overstruck on III Münsterberg",,
igch1298,https://www.corpus-nummorum.eu/types/12124,5,,"V and Va Münsterberg; overstruck on II Münsterberg",,
igch1298,https://www.corpus-nummorum.eu/types/12559,74,,"VI Münsterberg; 7 Hill",,"IGCH count doesn't seem to include Hill?"
igch1301,"Antigonus II Gonatas, Silver, Tetradrachm",,100,"Pan 4drs; can't know which of Period I, 2.1-3, Period II, 2.1, Period III, 2.1",,
igch1301,"Antigonus III Doson, Silver, Tetradrachm",,50,"Poseidon 4drs; can't know which of Period III, 2.4, Period IV, 2.4; 6",,
igch1301,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,1,,,,
