Name,Discovery Date Start,Discovery Date End,Discovery Date Uncertain,Burial Date Start,Burial Date End,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Place Name,GML-compliant Coordinates,Canonical Geonames URI,Pleiades URI,Pleiades label,Nomisma URI,Geonames Feature Code Cat,Geonames Feature Code,AAT URI,AAT Label,findspot_uncertain,fromDate,fromDate_uncertain,fromDate_approximate,toDate,toDate_uncertain,toDate_approximate,IGCH lat,IGCH long,place,IGCH_region,Period
"Polatlı, Turkey",1985,1985,,-150,-140,,,,,,,,8.446,,,,Polatlı (Türkiye),"32.14132,39.57715",https://sws.geonames.org/302525/,,,,seat of a second-order administrative division,,,,,1985,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,,,,-150,-100,,,,,,,,8.447,,,,,,,,,,,,,,TRUE,,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1982,1982,,-150,-100,,,,,,,,8.451,,,,,,,,,,,,,,TRUE,1982,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Lycia, Turkey",1986,1987,,-150,-150,,,,,,,,8.452,,,,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1986,TRUE,,1987,TRUE,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
Lebanon,1985,1985,true,-145,-145,,,,,,,,8.459,,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1985,TRUE,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown findspot,1986,1986,,-140,-140,,,,,,,,8.461,,,,,,,,,,,,,,TRUE,1986,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,,,-130,-110,,,,,,,,8.466,,,,,,,,,,,,,,TRUE,,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Tartous, Syria",1987,1987,,-120,-120,,,,,,,,8.471,,,,Tartous (Syria),"35.88659,34.88902",https://sws.geonames.org/163345/,https://pleiades.stoa.org/places/668190,Antarados/Constantia,,seat of a first-order administrative division,,,,,1987,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Bassit, Syria",1978,1978,,-118,-100,,,,,,,,8.476,,,,Ra’s al Basīţ (Syria),"35.8012,35.85354",https://sws.geonames.org/171701/,,,,point,,,,,1978,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Kerija/Adana,1981,1981,,-110,-110,,,,,,,,8.478,,,,Adana (Türkiye),,https://sws.geonames.org/325361/,,,,first-order administrative division,,,,,1981,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Myndus, Caria",1987,1987,,-100,-100,,,,,,,,8.481,,,,,,,https://pleiades.stoa.org/places/599811,Myndos,,,,,,,1987,,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
Caria,1989,1989,,-100,-100,,,,,,,,8.482,,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1989,,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
Kybistra - Herakleia (Eregli) (Lycaonia),,1981,,-100,-100,,,,,,,,8.484,,,,Heraclea (Türkiye),"34.04672,37.51333",https://sws.geonames.org/315498/,https://pleiades.stoa.org/places/648614,Cybistra,,populated place,,,,,,,,1981,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1934,,-100,-100,,,,,,,,8.485,,,,,,,,,,,,,,TRUE,,,,1934,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Caria,1985,1985,,-100,-75,,,,,,,,8.495,,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1985,,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
"Antalya, Turkey",1987,1987,,-100,-1,,,,,,,,8.498,,,,Antalya (Türkiye),"30.69556,36.90812",https://sws.geonames.org/323777/,https://pleiades.stoa.org/places/638778,Attalea,,seat of a first-order administrative division,,,,,1987,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Amasra area, Turkey",1982,1982,,-100,-1,,,,,,,,8.503,,,,Amasra (Türkiye),"32.38633,41.74633",https://sws.geonames.org/752016/,https://pleiades.stoa.org/places/844856,Amastris/Sesamos,,seat of a second-order administrative division,,,,,1982,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
"Candarli (ancient Pitane), Turkey",,,,-95,-95,,,,,,,,8.505,,,,Çandarlı (Türkiye),"26.934,38.93503",https://sws.geonames.org/319487/,https://pleiades.stoa.org/places/550833,Pitane,,seat of a third-order administrative division,,,,,,TRUE,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1993,,-90,-80,,,,,,,,8.508,,,,,,,,,,,,,,TRUE,,,,1993,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Near Adana, Turkey",1987,1987,,-80,-80,,,,,,,,8.513,,,,Adana (Türkiye),,https://sws.geonames.org/325361/,,,,first-order administrative division,,,,,1987,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
unknown findspot,1987,1987,,-80,-80,,,,,,,,8.516,,,,,,,,,,,,,,TRUE,1987,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Pontus, North-East Turkey",1982,1982,,-75,-75,,,,,,,,8.519,,,,Pontus,,https://sws.geonames.org/12148993/,https://pleiades.stoa.org/places/857287,Pontus,,historical region,,,,,1982,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
"Temenos on the Hiera Odos, Miletus, Didyma ?",,,,-75,-75,,,,,,,,8.520,,,,Balat (Türkiye),"27.27917,37.51278",https://sws.geonames.org/322215/,https://pleiades.stoa.org/places/599799,Miletus,,populated place,,,,TRUE,,TRUE,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
East coast of Antikythera,1976,1976,,-75,-50,,,,,,,,8.521,,,,Antikythera,"23.30413,35.86672",https://sws.geonames.org/265080/,,,,island,,,,,1976,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Köycegiz, north of Dalyan (anc. Caunos)",1989,1989,,-70,-70,,,,,,,,8.524,,,,Dalyan (Türkiye),"28.6446,36.83429",http://www.geonames.org/317681/dalyan.html,https://pleiades.stoa.org/places/638796,Caunus,,populated place,,,,,1989,,,,,,,,,Asia_minor_west,http://nomisma.org/id/hellenistic_greece
Asia Minor,1991,1992,,-65,-65,,,,,,,,8.525,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1991,,,1992,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
unknown findspot,1990,1990,,-65,-65,,,,,,,,8.526,,,,,,,,,,,,,,TRUE,1990,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Antalya environs, Turkey",1979,1979,,-60,-40,,,,,,,,8.528,,,,Antalya (Türkiye),"30.69556,36.90812",https://sws.geonames.org/323777/,https://pleiades.stoa.org/places/638778,Attalea,,seat of a first-order administrative division,,,,,1979,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
South-West Turkey,,1977,,-50,-50,,,,,,,,8.534,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,independent political entity,,,,,,,,1977,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1986,,-48,-48,,,,,,,,8.537,,,,,,,,,,,,,,TRUE,,,,1986,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Asia Minor,1988,1988,,-45,-45,,,,,,,,8.539,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1988,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Preveza, Greece",1982,1982,,-31,-31,,,,,,,,8.542,,,,Preveza (Greece),"20.7505,38.95617",https://sws.geonames.org/254698/,,,,seat of a second-order administrative division,,,,,1982,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Caria?,1990,1990,true,-30,-20,,,,,,,,8.544,,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,TRUE,1990,TRUE,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Pet Mogili, Bulgaria",1953,1953,,,,,,,,,,,8.561,,,856,Pet Mogili (Bulgaria),"27.35,43.56667",https://sws.geonames.org/728293/,,,,populated place,,,,,1953,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Botevo, near Varna, Bulgaria",1971,1972,,-277,-275,,,,,,,,8.576,,,,Botevo (Bulgaria),"27.71822,43.43052",https://sws.geonames.org/733010/,,,,populated place,,,,,1971,,,1972,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Dàlbok Kladenec, Bulgaria",,,,-275,-270,,,,,,,,8.577,,,,Provadiya River (Bulgaria),"27.66053,43.18287",https://sws.geonames.org/727918/,,,,stream,,,,,,TRUE,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Near Tutrakan, Bulgaria",,1954,,-270,-270,,,,,,,,8.578,,,,Turtucaia (Bulgaria),"26.61206,44.04906",https://sws.geonames.org/726141/,,,,seat of a second-order administrative division,,,,,,,,1954,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Asia Minor , ""Armenak Hoard""",,1927,,-275,-270,,,,,,,,8.595,,,1423,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1927,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1983,,-500,-400,,,,,,,,8.599,,,,,,,,,,,,,,TRUE,,,,1983,,,,,,Unknown,http://nomisma.org/id/classical_greece
Athens,1929,1929,,-400,-370,,,,,,,,,9.020,,32,Athens (Greece),"23.72784,37.98376",https://sws.geonames.org/264371/,https://pleiades.stoa.org/places/579885,Athenae,,capital of a political entity,,,,,1929,,,,,,,,,Greece,http://nomisma.org/id/classical_greece
"Dabene, Bulgaria",1979,1979,,-399,-300,,,,,,,,,9.021,,,Dabene (Bulgaria),"24.76667,42.6",https://sws.geonames.org/731873/,,,,populated place,,,,,1979,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/classical_greece
Elis,1918,1918,,-400,-370,,,,,,,,,9.022,,43,Ilia Prefecture (Greece),,https://sws.geonames.org/261797/,https://pleiades.stoa.org/places/570221,Elis (region),,second-order administrative division,,,,,1918,,,,,,,,,Greece,http://nomisma.org/id/classical_greece
"Olynthus, Chalcidice (grave 553)",1938,1938,,-400,-350,,,,,,,,,9.055,,,Olynthus (Greece),"23.34205,40.29147",https://sws.geonames.org/734996/,https://pleiades.stoa.org/places/491678,Olynthos,,populated place,,,,,1938,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/classical_greece
East of the Strymon,,1988,,-334,-300,,,,,,,,,9.083,,,Struma (Greece),"23.84817,40.78567",https://sws.geonames.org/726701/,https://pleiades.stoa.org/places/501629,Strymon (river),,stream,,,,,,,,1988,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Makriyalos, Pieria",1995,1995,,-334,-323,,,,,,,,,9.084,,,Makrýgialos (Greece),"22.60392,40.41551",https://sws.geonames.org/735348/,https://pleiades.stoa.org/places/491703,Pydna,,populated place,,,,,1995,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/classical_greece
Eastern Crete,1997,1998,,-330,-330,,,,,,,,,9.085,,,Crete (Greece),,https://sws.geonames.org/6697802/,https://pleiades.stoa.org/places/589748,Creta (island),,first-order administrative division,,,,,1997,,,1998,,,,,,Greece,http://nomisma.org/id/classical_greece
Krivodol,1967,1967,,-323,-317,,,,,,,,,9.088,,408,Krivodol (Bulgaria),"23.48444,43.37444",https://sws.geonames.org/729909/,,,,populated place,,,,,1967,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Codlea (Feketehalom), Romania",1899,1899,,-333,-300,,,,,,,,,9.094,,409,Codlea (Romania),"25.45,45.7",https://sws.geonames.org/681179/,,,,populated place,,,,,1899,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Pella, Macedonia",1996,1996,,-333,-300,,,,,,,,,9.097,,,Pella (Greece),"22.52637,40.76169",https://sws.geonames.org/734726/,https://pleiades.stoa.org/places/491688,Pella,,populated place,,,,,1996,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
Piraeus,1882,1882,,-322,-300,,,,,,,,,9.102,,47,Piraeus (Greece),"23.64619,37.94203",https://sws.geonames.org/255274/,https://pleiades.stoa.org/places/580062,Peiraieus/Piraeus,,seat of a third-order administrative division,,,,,1882,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,1989,1989,,-300,-300,,,,,,,,,9.121,,,,,,,,,,,,,TRUE,1989,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Epidaurus,1977,1977,,-300,-290,,,,,,,7.064,,9.129,,,Epidaurus (Greece),"23.07524,37.59669",https://sws.geonames.org/262661/,https://pleiades.stoa.org/places/570228,Epidauros,,archaeological/prehistoric site,,,,,1977,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Salmanovo,1979,1979,,-290,-270,,,,,,,,8.241,9.140,,,Salmanovo (Bulgaria),"26.96667,43.16667",https://sws.geonames.org/727467/,,,,populated place,,,,,1979,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Byrsine, Thrace",1938,1938,,-280,-280,,,,,,,,,9.144,,850,Bersin (Bulgaria),"22.77722,42.24472",https://sws.geonames.org/733257/,,,,populated place,,,,,1938,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Dragoevo,,1920,,-280,-270,,,,,,,,,9.145,,,Dragoevo (Bulgaria),"26.86667,43.11667",https://sws.geonames.org/731967/,,,,populated place,,,,,,,,1920,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Furka, Gevgelija FYROM",,1994,,-280,-280,,,,,,,,,9.146,,,Furka (North Macedonia),"22.61316,41.24138",https://sws.geonames.org/790810/,,,,populated place,,,,,,,,1994,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Siphnos,1930,1930,,-280,-270,,,,,,,,,9.148,,91,Sifnos,"24.7036,36.97382",https://sws.geonames.org/253923/,https://pleiades.stoa.org/places/590049,Siphnos (island),,island,,,,,1930,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
East Attica,1970,1970,,-267,-262,,,,,,,,,9.170,,,Attica (Greece),,https://sws.geonames.org/6692632/,https://pleiades.stoa.org/places/579888,Attica,,first-order administrative division,,,,,1970,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Epidauros environs,1979,1980,,-250,-250,,,,,,,7.069,8.298,9.179,,,Epidaurus (Greece),"23.07524,37.59669",https://sws.geonames.org/262661/,https://pleiades.stoa.org/places/570228,Epidauros,,archaeological/prehistoric site,,,,,1979,,,1980,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Karditsa,1929,1929,,-250,-250,,,,,,,,,9.180,,162,Karditsa (Greece),"21.92191,39.36485",https://sws.geonames.org/260989/,,,,seat of a second-order administrative division,,,,,1929,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Silistra,1975-06-01,1975-06-01,,-250,-250,,,,,,,,,9.187,,,Silistra (Bulgaria),"27.26056,44.1171",https://sws.geonames.org/727221/,,,,seat of a first-order administrative division,,,,,1975,,,1976,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
Trikala,1979,1979,,-250,-250,,,,,,,,,9.189,,,Trikala (Greece),"21.76837,39.55493",https://sws.geonames.org/252664/,,,,seat of a second-order administrative division,,,,,1979,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Volos, Thessaly",1937,1937,,-250,-250,,,,,,,,,9.193,,141,Volos (Greece),"22.94769,39.36923",https://sws.geonames.org/251833/,https://pleiades.stoa.org/places/540837,Iolkos,,seat of a second-order administrative division,,,,,1937,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Eretria,1937,1937,,-245,-245,,,,,,,,,9.194,,175,Eretria (Greece),"23.8022,38.40097",https://sws.geonames.org/262628/,https://pleiades.stoa.org/places/579925,Eretria,,seat of a third-order administrative division,,,,,1937,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Olympia, Elis",1922,1922,,-245,-245,,,,,,,,,9.195,,176,Olympia (Greece),"21.6271,37.64788",https://sws.geonames.org/264637/,https://pleiades.stoa.org/places/570531,Olympia,,populated place,,,,,1922,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Balkan area,1990,1999,,-240,-240,,,,,,,,,9.196,,,Balkans,,https://sws.geonames.org/12216908/,,,,region,,,,,1990,,,1999,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Macedonia/Thessaly,1992,1992,,-225,-225,,,,,,,,,9.200,,,Makedonía,,https://sws.geonames.org/735355/,https://pleiades.stoa.org/places/981531,Macedonia (Roman province),,region,,,,,1992,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Geraki (Geronthrai),1998,1998,,-229,-220,,,,,,,,,9.201,,,Geráki (Greece),"22.70663,36.99227",https://sws.geonames.org/251411/,https://pleiades.stoa.org/places/570263,Geronthrai,,populated place,,,,,1998,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Perivoj (Klepecka),1984,1984,,-199,-100,,,,,,,,8.367,9.214,,,Perivoj (Bosnia and Herzegovina),"18.6506,44.69728",https://www.geonames.org/3257256/perivoj.html,,,,mountain,,,,,1984,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Tulghies (T√∂gyues) - Nagynyires, Romania",1939,1940,,-299,-299,,,,,,,,,9.220,,,Tulghieș (Romania),"23.37081,47.50091",https://sws.geonames.org/664508/,,,,populated place,,,,,1939,,,1940,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"unknown findspot, Greece",,1800,,-200,-167,,,,,,,,,9.221,,,Greece,,https://sws.geonames.org/390903/,https://pleiades.stoa.org/places/1001896,Hellas,,independent political entity,,,,,,,,1800,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"unknown findspot, Greece",,1865,,-200,-167,,,,,,,,,9.222,,,Greece,,https://sws.geonames.org/390903/,https://pleiades.stoa.org/places/1001896,Hellas,,independent political entity,,,,,,,,1865,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Oreus,1902,1902,,-171,-169,,,,,,,,,9.235,,232,Oreoí (Greece),"23.09191,38.95034",https://sws.geonames.org/256284/,,,,populated place,,,,,1902,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Halos, Thessaly",1996,1996,,-170,-170,,,,,,,,,9.236,,,Halos (Greece),"22.83086,39.14661",https://sws.geonames.org/7932563/,https://pleiades.stoa.org/places/540804,Halos,,archaeological/prehistoric site,,,,,1996,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Macedonia,1983,1983,,-170,-170,,,,,,,,8.419,9.238,,,Makedonía,,https://sws.geonames.org/735355/,https://pleiades.stoa.org/places/981531,Macedonia (Roman province),,region,,,,,1983,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
Rougha (Thyrrheion),1992,1992,,-170,-170,,,,,,,,8.425,9.239,,,Rouga (Greece),"20.99783,38.92002",https://sws.geonames.org/12070466/,https://pleiades.stoa.org/places/531123,Thyrreion,,populated place,,,,,1992,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,1998,1998,true,-170,-170,,,,,,,,,9.240,,,,,,,,,,,,,TRUE,1998,TRUE,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Thebes,1965,1965,,-168,-168,,,,,,,,,9.243,,233,Thebes (Greece),"23.31889,38.325",https://sws.geonames.org/252910/,https://pleiades.stoa.org/places/541138,Thebai/Thebae,,populated place,,,,,1965,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Larissa (Sitochoro),1968,1968,,-165,-165,,,,,,,,8.085,9.247,,237,Larissa (Greece),"22.41761,39.63689",https://sws.geonames.org/258576/,https://pleiades.stoa.org/places/540905,Larissa,,seat of a first-order administrative division,,,,,1968,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Amphilochia,1995,1995,,-160,-160,,,,,,,,,9.248,,,Amfilochía (Greece),"21.16639,38.85944",https://sws.geonames.org/265189/,https://pleiades.stoa.org/places/530797,Amphilochia,,seat of a third-order administrative division,,,,,1995,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1988,,-167,-133,,,,,,,,,9.253,,,,,,,,,,,,,TRUE,,,,1988,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"unknown findspot, Greece",,1960,,-86,-86,,,,,,,,,9.314,,,Greece,,https://sws.geonames.org/390903/,https://pleiades.stoa.org/places/1001896,Hellas,,independent political entity,,,,TRUE,,,,1960,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Levac,1993,1993,,-67,-33,,,,,,,,,9.319,,,Levać,,https://sws.geonames.org/788675/,,,,region,,,,,1993,,,,,,,,,Macedonia_and_North,http://nomisma.org/id/hellenistic_greece
"Ephesus, Artemision pot hoard",1904,1904,,-650,-625,,,,,,,,,9.333,,1154,Ephesus (Türkiye),"27.34083,37.93972",https://sws.geonames.org/7522155/,https://pleiades.stoa.org/places/599612,Ephesus/Arsinoe(ia),,archaeological/prehistoric site,,,,,1904,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
Clazomenae,1989,1989,,-600,-550,,,,,,,,8.600,9.334,,,Urla (Türkiye),"26.76403,38.32292",https://sws.geonames.org/298316/,https://pleiades.stoa.org/places/550651,Klazomenai (later),,seat of a second-order administrative division,,,,,1989,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
unknown findspot,1996,1996,,-600,-600,,,,,,,,,9.335,,,,,,,,,,,,,TRUE,1996,,,,,,,,,unknown,http://nomisma.org/id/archaic_greece
Colophon,1940,1949,,-575,-575,,,,,,,,,9.336,,,Klaros (Türkiye),"27.19307,38.005",https://sws.geonames.org/8410831/,https://pleiades.stoa.org/places/599719,Klaros,,archaeological/prehistoric site,,,,,1940,,,1949,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
Ephesus,1970,1970,,-575,-575,,,,,,,,,9.337,,,Ephesus (Türkiye),"27.34083,37.93972",https://sws.geonames.org/7522155/,https://pleiades.stoa.org/places/599612,Ephesus/Arsinoe(ia),,archaeological/prehistoric site,,,,,1970,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
"Hisaralan, nr. Dazkiri (s.w. of Dinar), Turkey",1994-05-01,1994-05-01,,-600,-566,,,,,,,,,9.338,,,Hisaralan (Türkiye),"29.70096,37.97146",https://sws.geonames.org/311731/,,,,populated place,,,,,1994,,,1995,,,,,,Asia_Minor_central,http://nomisma.org/id/archaic_greece
Priene,,1875,,-575,-575,,,,,,,,,9.339,,1157,Priene (Türkiye),"27.298,37.65991",https://sws.geonames.org/7733372/,https://pleiades.stoa.org/places/599905,Priene/‘Lince’?,,archaeological/prehistoric site,,,,,,,,1875,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
Samos,1894,1894,,-575,-560,,,,,,,,,9.340,,1158,Samos Island,"26.81186,37.73292",https://sws.geonames.org/254114/,https://pleiades.stoa.org/places/599926,Samos (island),,island,,,,,1894,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
unknown findspot,1998,1998,,-600,-566,,,,,,,,,9.341,,,,,,,,,,,,,TRUE,1998,,,,,,,,,unknown,http://nomisma.org/id/archaic_greece
unknown findspot,,1958,,-525,-525,,,,,,,,,9.342,,,,,,,,,,,,,TRUE,,,,1958,,,,,,unknown,http://nomisma.org/id/archaic_greece
Persepolis,1933,1933,,-511,-500,,,,,,,,,9.343,,1789,Persepolis (Iran),"52.89,29.9368",https://sws.geonames.org/110836/,https://pleiades.stoa.org/places/922695,Persepolis/Parsa/Persai/Sat Setun,,archaeological/prehistoric site,,,,,1933,,,,,,,,,East,http://nomisma.org/id/archaic_greece
"Bayrakl‚Ä∫, Izmir",1951,1951,,-500,-500,,,,,,,,,9.344,,1166,Bayraklı District (Türkiye),,https://sws.geonames.org/7732715/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,second-order administrative division,,,,,1951,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
Caria ?,1947,1947,,-500,-480,,,,,,,,,9.345,,1169,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1947,,,,,,,,,Asia_Minor_West,http://nomisma.org/id/archaic_greece
unknown findspot,,1990,,-500,-500,,,,,,,,8.019,9.347,,,,,,,,,,,,,TRUE,,,,1990,,,,,,unknown,http://nomisma.org/id/archaic_greece
"Kisebükü (Alâkilise), Caria, Turkey",1955,1955,,-480,-480,,,,,,,,8.038,9.348,,1170,Alakilise (Türkiye),"27.65,37.01667",https://sws.geonames.org/324240/,https://pleiades.stoa.org/places/599948,Syangela,,populated place,,,,,1955,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Lycia(?),1972,1972,true,-480,-480,,,,,,,,,9.349,,,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1972,,TRUE,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
unknown findspot,,1999,,-475,-450,,,,,,,,,9.350,,,,,,,,,,,,,TRUE,,,,1999,,,,,,unknown,http://nomisma.org/id/classical_greece
Lycia,1996,1996,true,-460,-460,,,,,,,,,9.354,,,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1996,,TRUE,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Jordan,1967,1967,,-454,-454,,,,,,,,,9.355,,1482,Qullat Ḩawrān (Jordan),"35.61667,31.55",https://sws.geonames.org/249154/,,,,mountain,,,,,1967,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Byblos,1933-08-01,1933-08-01,,-450,-450,,,,,,,,8.587,9.356,,,Byblos (Lebanon),"35.64806,34.12111",https://sws.geonames.org/273203/,https://pleiades.stoa.org/places/668216,Byblos,,seat of a second-order administrative division,,,,,1933,,,1938,,,,,,Levant,http://nomisma.org/id/classical_greece
N. Syria,1953,1953,,-450,-450,,,,,,,,8.587,9.357,,1481,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1953,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Ionia,1983,1983,,-445,-435,,,,,,,,8.047,9.358,,,Ionia,,https://sws.geonames.org/12148994/,https://pleiades.stoa.org/places/550597,Ionia (region),,historical region,,,,,1983,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
unknown findspot,,1992,,-440,-440,,,,,,,,,9.359,,,,,,,,,,,,,TRUE,,,,1992,,,,,,unknown,http://nomisma.org/id/classical_greece
