Name,Discovery Date Start,Discovery Date End,Discovery Date Uncertain,Burial Date Start,Burial Date End,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Place Name,GML-compliant Coordinates,Canonical Geonames URI,Pleiades URI,Pleiades label,Nomisma URI,Geonames Feature Code Cat,Geonames Feature Code,AAT URI,AAT Label,findspot_uncertain,fromDate,fromDate_uncertain,fromDate_approximate,toDate,toDate_uncertain,toDate_approximate,IGCH lat,IGCH long,place,IGCH_region,Period
unknown Findspot,2002,2002,,-200,-200,,,,,,,,,,10.279,,,,,,,,,,,,TRUE,2002,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Pyle, Cos, Greece",1953,1953,,-200,-175,,,,,,,,,,10.280,1308,Pylí (Greece),"27.15932,36.84472",https://sws.geonames.org/255301/,https://pleiades.stoa.org/places/599581,Kos/Cos (island),,populated place,,,,,1953,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Datça, Turkey",1910,1910,true,-199,-100,,,,,,,,,,10.282,1344,Datça (Türkiye),"27.68417,36.73778",https://sws.geonames.org/317543/,https://pleiades.stoa.org/places/599945,Stadia,,populated place,,,,,1910,,TRUE,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Döğer (Cibyra), Pisidia, Turkey",1971,1971,,-199,-1,,,,,,,,,,10.283,,Gölhisar İlçesi (Türkiye),,https://sws.geonames.org/8631956/,https://pleiades.stoa.org/places/638804,Cibyra,,second-order administrative division,,,,,1971,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Burdur environs?, Pisidia, Turkey",1970,1970,,-199,-1,,,,,,,,,,10.284,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,TRUE,1970,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Aziziye Köyü, Burdur, Pisdia,Turkey",1978,1978,,-199,-1,,,,,,,,,,10.285,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,,1978,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Çamlık Köy (Cremna), Pisidia, Turkey",1979,1979,,-199,-1,,,,,,,,,,10.286,,Bucak İlçesi (Türkiye),,https://sws.geonames.org/8631949/,https://pleiades.stoa.org/places/638814,Cremna/Col. Iulia Augusta Felix,,second-order administrative division,,,,,1979,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Burdur environs (?), Pisidia, Turkey",1983,1983,,-199,-1,,,,,,,,,,10.287,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,TRUE,1983,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown Findspot (”Antiochus III” Hoard),2005,2005,,-197,-197,,,,,,,,,,10.288,,,,,,,,,,,,TRUE,2005,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
Syria,1971,1971,,-195,-194,,2.081,,,,,,,,10.289,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1971,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Kremastis, Rhodes, Greece",1965,1965,,-190,-150,,,,,,,,,,10.290,1341,Kremastí (Greece),"28.1192,36.40981",https://sws.geonames.org/408684/,https://pleiades.stoa.org/places/590031,Rhodos (island),,populated place,,,,,1965,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Rhodes (E. Papaïoannou prop.), Greece",1968,1968,,-190,-150,,2.084,,,,,,,,10.291,1342,Rhodes,"27.96081,36.19613",https://sws.geonames.org/400665/,https://pleiades.stoa.org/places/590031,Rhodos (island),,island,,,,,1968,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown Findspot,2000,2000,,-187,-186,,,,,,,,,,10.292,,,,,,,,,,,,TRUE,2000,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Hocalar, Afyon, Turkey",1995,1995,,-180,-170,,,,,,,,,,10.293,,Hocalar (Türkiye),"29.96768,38.57824",https://sws.geonames.org/311994/,,,,seat of a second-order administrative division,,,,,1995,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Pamphylia, Turkey",1977,1977,,-180,-175,,,,,5.043,6.034,,,,10.294,,Pamphylia,,https://sws.geonames.org/322848/,https://pleiades.stoa.org/places/639034,Pamphylia (region),,historical region,,,,,1977,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Beqa’ Valley, Lebanon",1995,1995,,-170,-160,,,,,,,,,,10.295,,Bekaa Valley (Lebanon),"36,33.83333",https://sws.geonames.org/280281/,,,,valley,,,,,1995,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Qal’at el-Moudiq (Apameia region), Syria",1990,1996,,-165,-165,,,,,,,,,,10.298,,Qal‘at al Maḑīq (Syria),"36.39085,35.41465",https://www.geonames.org/166227/qal-at-al-madiq.html,https://pleiades.stoa.org/places/668335,Pella/Apamea,,seat of a third-order administrative division,,,,,,,,1996,TRUE,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Alabanda, Naos of the Doric Temple, Turkey",1904,1904,,-167,-133,,,,,,,,,,10.299,,Alabanda (Türkiye),"27.98499,37.59239",https://sws.geonames.org/11962642/,https://pleiades.stoa.org/places/599479,Alabanda/Antiocheia Chrysaoron,,ruin(s),,,,,1904,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1999,1999,,-167,-133,,,,,,,,,9.525,10.300,,,,,,,,,,,,TRUE,,,,1999,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot (“Demetrius I” hoard),2002,2002,,-151,-150,,,,,,,,,,10.301,,,,,,,,,,,,TRUE,2002,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
W. Asia Minor?,1920,1920,,-150,-150,,,,,,,,,,10.302,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,region,,,,TRUE,1920,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Aydınlar, Çiğlik, Pisidia, Turkey",1997,1997,,-150,-100,,,,,,,,,,10.304,,Pisidia,,https://www.geonames.org/12148992/pisidia.html,https://pleiades.stoa.org/places/981544,Pisidia,,historical region,,,,,1997,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Caria, Turkey",1970,1970,,-150,-100,,,,,,,,,9.515,10.305,1335,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1970,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Gaziantep environs, Turkey",1994,1994,,-143,-143,,,,,,,,,9.527,10.308,,Gaziantep (Türkiye),"37.3825,37.05944",https://sws.geonames.org/314830/,https://pleiades.stoa.org/places/658455,Doliche,,seat of a first-order administrative division,,,,,1994,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Kırıkhan, Turkey",1972,1972,,-143,-142,1.087,2.090,,,,6.038,,8.460,,10.310,,Kırıkhan İlçesi (Türkiye),,https://sws.geonames.org/437929/,,,,second-order administrative division,,,,,1972,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Letoön, Xanthos, Turkey",1975,2002,,-125,-100,,,,,,,,8.490,,10.317,,Xanthos (Türkiye),"29.31838,36.35667",https://sws.geonames.org/6697875/,https://pleiades.stoa.org/places/638958,Letoon,,archaeological/prehistoric site,,,,,1975,,,2002,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
Northern Israel,2002,2002,,-123,-123,,,,,,,,,,10.319,,Israel,,https://sws.geonames.org/294640/,,,,independent political entity,,,,,2002,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"unknown Findspot, Turkey",2000,2000,,-133,-100,,,,,,,,,,10.320,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,2000,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Basra environs, Characene, Iraq",1955,1955,,-120,-120,,,,,,,,,,10.323,1786,Basra (Iraq),"47.7804,30.50852",https://sws.geonames.org/99532/,https://pleiades.stoa.org/places/912821,[Basra],,seat of a first-order administrative division,,,,,1955,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Muğla, Turkey",1965,1965,,-120,-100,,,,,,,,,9.538,10.324,1357,Muğla (Türkiye),"28.3665,37.21807",https://sws.geonames.org/304184/,https://pleiades.stoa.org/places/599801,*Mobolla,,seat of a first-order administrative division,,,,,1965,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Binbaşıoğlu (Zela), Turkey",1981,1981,,-120,-63,,,,,,,,,,10.325,,Binbaşıoğlu (Türkiye),"35.94937,40.15443",https://sws.geonames.org/750785/,https://pleiades.stoa.org/places/857382,Zela,,populated place,,,,,1981,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
Bassit,1978,1978,,-118,-118,,,,,,,,,,10.326,,Ra’s al Basīţ (Syria),"35.8012,35.85354",https://sws.geonames.org/171701/,,,,point,,,,,1978,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Cilicia, between Tarsus and Adana, Turkey",1848,1848,,-114,-113,,,,,,,,,,10.327,1435,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1848,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Eastern Anatolia, Eastern Syria or Northern Mesopotamia",1999,1999,,-104,-102,,,,,,,,,9.523,10.328,,Eastern Anatolia Region,,https://www.geonames.org/10922505/eastern-anatolia-region.html,,,,region,,,,,1999,,,,,,,,,,http://nomisma.org/id/hellenistic_greece
unknown Findspot (”posthumous Antiochus VII” hoard),2005,2005,,-101,-101,,,,,,,,,,10.329,,,,,,,,,,,,TRUE,2005,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1999,1999,,-100,-100,,,,,,,,,,10.330,,,,,,,,,,,,TRUE,1999,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Cappadocia, Turkey",1959,1959,,-100,-100,,,,,,,,,,10.331,1419,Cappadocia,,https://sws.geonames.org/322954/,https://pleiades.stoa.org/places/991402,Cappadocia,,historical region,,,,,1959,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Burdur environs (?), Pisidia, Turkey",1975,1975,,-99,-1,,,,,,,,,,10.332,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,,1975,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Burdur environs (?), Pisidia, Turkey",1969,1969,,-99,-1,,,,,,,,,,10.333,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,,1969,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Çamlık Köy (Cremna)? Pisidia, Turkey",1970,1970,,-99,-1,,,,,,,,,,10.334,,Bucak İlçesi (Türkiye),,https://sws.geonames.org/8631949/,https://pleiades.stoa.org/places/638814,Cremna/Col. Iulia Augusta Felix,,second-order administrative division,,,,,1970,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown Findspot,2005,2005,,-100,-67,,,,,,,,,,10.335,,,,,,,,,,,,TRUE,2005,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1990,1990,,-100,-67,,,,,,,,,,10.336,,,,,,,,,,,,TRUE,1990,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
North central Syria,2004,2004,,-100,-67,,,,,,,,,,10.337,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,2004,,,,,,,,,,http://nomisma.org/id/hellenistic_greece
Tarsus? Turkey,1997,1997,,-95,-95,,,,,,,,,,10.338,,Tarsus (Türkiye),"34.89277,36.91766",https://sws.geonames.org/299817/,https://pleiades.stoa.org/places/648789,Tarsus/Antiochia ad Cydnum,,seat of a second-order administrative division,,,,TRUE,1997,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Izmir, Turkey",1995,1995,,-89,-88,,,,,,,,,,10.341,,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,1995,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown Findspot,1986,1986,,-80,-80,,,,,,,,,,10.343,,,,,,,,,,,,TRUE,1986,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown Findspot,2004,2004,,-78,-78,,,,,,,,,,10.344,,,,,,,,,,,,TRUE,2004,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Burdur province, Pisidia?, Turkey",1987,1987,,-50,-1,,,,,,,,,,10.356,,Burdur (Türkiye),"30.29083,37.72028",https://sws.geonames.org/320392/,,,,seat of a first-order administrative division,,,,TRUE,1987,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Çeltikçi, Burdur, Pisidia, Turkey",1978,1978,,-50,-1,,,,,,,,,,10.357,,Çeltikçi (Türkiye),"30.48028,37.52947",https://sws.geonames.org/318879/,,,,seat of a second-order administrative division,,,,,1978,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Syria,1991,1991,,-47,-46,,,,,,,,,,10.358,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1991,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Asia Minor,1840,1845,,-39,-25,,,,,,,,,,10.360,1465,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1840,,,1845,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Ottati, Salerno, Italy",1838,1838,,-167,-133,,,,,,,,,,10.430,,Ottati (Italy),"15.31526,40.46291",https://sws.geonames.org/3171781/,,,,seat of a third-order administrative division,,,,,1838,,,,,,,,,Italy,http://nomisma.org/id/hellenistic_greece
"Asyut, Egypt",1968,1969,,-475,-470,,2.017,,4.011,,,,8.044,9.680,10.435,1644,Asyut (Egypt),"31.18368,27.18096",https://sws.geonames.org/359783/,https://pleiades.stoa.org/places/756593,Lykopolis/Siout,,seat of a first-order administrative division,,,,,1968,,,1969,,,,,,Egypt,http://nomisma.org/id/classical_greece
"Zagazig, Egypt",1901,1901,,-470,-470,,,,,,,,,,10.436,1645,Zagazig (Egypt),"31.502,30.58768",https://sws.geonames.org/359493/,https://pleiades.stoa.org/places/727088,Boubastis,,seat of a first-order administrative division,,,,,1901,,,,,,,,,Egypt,http://nomisma.org/id/classical_greece
"unknown Findspot, Egypt",,1950,,-450,-450,,,,,,,,,,10.437,,Egypt,,https://sws.geonames.org/357994/,https://pleiades.stoa.org/places/981503,Ancient Egypt (region),,independent political entity,,,,TRUE,1950,,,,,,,,,Egypt,http://nomisma.org/id/classical_greece
"Cuenca province, Spain",1990,1990,true,-200,-167,,,,,,,,,8.375|8.411,10.469,,Cuenca (Spain),,https://sws.geonames.org/2519034/,,,,second-order administrative division,,,,,1990,,TRUE,,,,,,,Spain,http://nomisma.org/id/hellenistic_greece
Hellespont,1969,1969,,-550,-550,1.002,,3.001,,,,,,,,1161,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1969,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/archaic_greece
"Demirler Village, near ancient Pinara, Lycia, Turkey",1972,1972,true,-475,-475,1.006,,,,,,,8.040,9.351,,,Demirler (Türkiye),"29.31907,36.45811",https://sws.geonames.org/317173/,https://pleiades.stoa.org/places/639058,Pinara,,populated place,,,,,1972,,TRUE,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
North West Turkey ,1971,1971,,-500,-400,1.020,,,,,,,,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_northwestern_asia_minor,independent political entity,,,,,1971,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
North West Turkey ,1971,1971,true,-500,-400,,2.023,,,,,,,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_northwestern_asia_minor,independent political entity,,,,,1971,TRUE,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Pergamum, Turkey",1972,1972,,-400,-395,1.022,,3.015,,,,,,,,,Bergama (Türkiye),"27.18052,39.12074",https://sws.geonames.org/321426/,https://pleiades.stoa.org/places/550812,Pergamum,,populated place,,,,,1972,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
"Isparta, Turkey",1960,1960,,-360,-360,1.026,,,,5.019,,,,,,,Isparta (Türkiye),"30.55222,37.76444",https://sws.geonames.org/311073/,https://pleiades.stoa.org/places/638790,Baris,,seat of a first-order administrative division,,,,,1960,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
"Babylon, Iraq",1973,1973,,-323,-323,1.038,,2.049,,,,,8.188,,,,Babylon (Iraq),,https://sws.geonames.org/98228/,https://pleiades.stoa.org/places/893951,Babylon,,administrative division,,,,,1973,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Pelin, dep. Constanta, Romania",1973,1973,,-309,-309,3.026,1.045,2.053,,,,,,,,,Constanța County (Romania),,https://sws.geonames.org/680962/,,,,first-order administrative division,,,,,1973,,,,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
"Myron, Thessaly, Greece",1970,1970,,-280,-270,,,,,,6.023,7.068,,,,150,Karditsa (Greece),"21.92191,39.36485",https://sws.geonames.org/260989/,,,,seat of a second-order administrative division,,,,,1970,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1981,,-175,-175,1.085,,,,,,,8.414,,,,,,,,,,,,,,TRUE,,,,1981,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
Turkey,,1975,,-100,-75,,,,,,,,8.492,,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,,,,1975,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
unknown,1971,1971,,-199,-100,1.090,,,,,,,,,,,,,,,,,,,,,TRUE,1971,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
unknown,1973,1973,,-133,-100,1.091,,,,,,,,,,,,,,,,,,,,,TRUE,1973,,,,,,,,,Unknown,http://nomisma.org/id/hellenistic_greece
"Marasesti, Romania",1909,1909,,-230,-230,,1.093,3.044,,,,,,,,958,Mărășești (Romania),"27.23333,45.88333",https://sws.geonames.org/673881/,,,,seat of a second-order administrative division,,,,,1909,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/hellenistic_greece
"Marmaris, Caria, Turkey",1975,1975,,-33,-1,,2.127,,,,,7.146,,,,,Marmaris (Türkiye),"28.27417,36.855",https://sws.geonames.org/304782/,https://pleiades.stoa.org/places/599888,Physkos,,seat of a second-order administrative division,,,,,1975,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Lycia, Turkey",1970,1970,,-480,-460,,2.018,,,5.003,,,,,,,Lycie,,https://sws.geonames.org/8261119/,https://pleiades.stoa.org/places/638965,Lycia,,historical region,,,,,1970,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Kuft, Egypt",1874,1875,,-305,-305,,2.055,,,,,7.053,,,,1670,Qifţ (Egypt),"32.81808,25.99845",https://sws.geonames.org/350560/,https://pleiades.stoa.org/places/786010,Coptos,,populated place,,,,,1874,,,1875,,,,,,Egypt,http://nomisma.org/id/hellenistic_greece
"Usak, Turkey",1966,1966,,-250,-250,,2.068,,,,,,8.287,,,,Uşak (Türkiye),"29.4058,38.67351",https://sws.geonames.org/298299/,,,,seat of a first-order administrative division,,,,,1966,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Tarik Darreh, near Hamadan, Iran",1974,1974,,-226,-225,,2.070,,,,,,8.312,,,,Tārīk Darreh (Iran),"49.9,36.83333",https://sws.geonames.org/9863/,,,,populated place,,,,,1974,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Thessaly, Greece",1975,1975,,-250,-225,,2.072,3.043,,,,,,,,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,1975,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
"Balkh, Afghanistan",1974,1974,true,-150,-150,,2.088,,,,,,,,,,Balkh (Afghanistan),"66.8972,36.75635",https://sws.geonames.org/1147290/,https://pleiades.stoa.org/places/961886,Bactra/Zariaspa,,seat of a second-order administrative division,,,,,1974,TRUE,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Ai Khanoum, Afghanistan",1973,1973,,-160,-160,,,3.053,,,,,,,,,Ay Khānom (Afghanistan),"69.45,37.13333",https://sws.geonames.org/1147929/,,,,ruin(s),,,,,1973,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
"Fethiye, Turkey",1976,1976,,-433,-400,,,3.014,4.016,,,,,,,,Fethiye (Türkiye),"29.12758,36.64038",https://sws.geonames.org/314967/,https://pleiades.stoa.org/places/639137,Telmessos,,seat of a second-order administrative division,,,,,1976,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Varsak - Düden, Pamphylia",1971,1971,,-350,-350,,,3.016,,,,,8.105,,,,Varsak (Türkiye),"30.71588,36.98973",https://sws.geonames.org/298091/,,,,populated place,,,,,1971,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Ihsaniye, near Afyon, Turkey",,1976,,-300,-300,,,3.030,,,,,8.227,,,,İhsaniye (Türkiye),"29.92244,38.61294",https://sws.geonames.org/311646/,,,,populated place,,,,,,,,1976,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
"Izmir, Turkey",1967,1968,,-100,-100,,,3.069,4.067,,,,,,,1350,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,1967,,,1968,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Side,1963,1963,,-67,-33,,,3.080,,,,,8.532,9.569,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/639105,Side,,region,,,,,1963,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
Asia Minor,1978,1978,,-350,-350,,,,,5.021,6.012,,,,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1978,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
"South West Thessaly, Greece",1977,1977,,-175,-175,,,,,5.042,6.035,,,,,,Thessaly (Greece),,https://sws.geonames.org/6697809/,https://pleiades.stoa.org/places/1332,Thessalia,,first-order administrative division,,,,,1977,,,,,,,,,Greece,http://nomisma.org/id/hellenistic_greece
Chios,,,,-200,-200,,,,,,6.032,7.082,8.340,,,,Chios,"26.06161,38.41102",https://sws.geonames.org/259972/,https://pleiades.stoa.org/places/550497,Chios (island),,island,,,,,,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Ma’aret En-Nu’man,1980,1980,,-162,-162,,,,,,6.037,7.098,8.433,9.511,,,Ma‘arrat an Nu‘mān (Syria),"36.67693,35.6483",https://sws.geonames.org/167611/,,,,seat of a second-order administrative division,,,,,1980,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Antilebanon,1978,1979,,-475,-475,,,,,,6.004,7.012,8.045,,,,Anti-Lebanon,,https://sws.geonames.org/173153/,,,,mountains,,,,,1978/09/01,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Near East,1980,1980,,-475,-475,,,,,,,7.016,,,,,Levant,,https://sws.geonames.org/305104/,https://pleiades.stoa.org/places/930907033,Levant (region),,region,,,,,1980,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
"Cesme (ancient Erythrae), Ionia",1924,1924,,-455,-455,,,,,,,7.021,8.049,,,1184,Erythrae (Türkiye),"26.48333,38.36667",https://sws.geonames.org/315376/,https://pleiades.stoa.org/places/550535,Erythrai,,archaeological/prehistoric site,,,,,1924,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
South Macedonia,,1980,,-167,-133,,,,,,,7.102,8.443,,,,Makedonía,,https://sws.geonames.org/735355/,https://pleiades.stoa.org/places/981531,Macedonia (Roman province),,region,,,,,,,,1980,,,,,,Macedonia_and_north,http://nomisma.org/id/hellenistic_greece
