"id","value","place","geonames_uri","geonames_place"
"igch0434","Pavlikeni, c. 40 km. W of Veliko Târnovo, Bulgaria, 1941","Pavlikeni","http://www.geonames.org/728384","Obshtina Pavlikeni (Bulgaria)"
"igch1443","Asia Minor, 1965","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1383","Giresun (anc. Cerasus-Pharnacia), Pontus, 1933","Giresun","http://www.geonames.org/746881","Giresun (Turkey)"
"igch0404","Drama, Macedonia, 1931","Drama","http://www.geonames.org/736364","Drama (Greece)"
"igch0062","Myron, near Karditsa, Thessaly, 1914","Myron","http://www.geonames.org/5667919","Myron Lake (United States)"
"igch1027","Akhali Abastumani, Zugdidi raion, Georgia, 1935","Akhali Abastumani","http://www.geonames.org/615913","Akhali Abastumani (Georgia)"
"igch0946","Kjustendil (anc. Pautalia), Bulgaria, 1956","Kjustendil","http://www.geonames.org/729730","Kyustendil (Bulgaria)"
"igch2339","Ullastret, 20 km. E of Gerona, 1964","Ullastret","http://www.geonames.org/6534158","Ullastret (Spain)"
"igch1791","Persia, before 1895","Persia","http://www.geonames.org/130758","Iran (Iran)"
"igch0089","Aghios Ioannis Rentis, Attica, 1962","Aghios Ioannis Rentis","",""
"igch1711","Tebtunis (mod. Umm el Buregat), 25 km. SSW of El Fayoum, 1900","Tebtunis","http://www.geonames.org/347377","Tebtunis (Egypt)"
"igch1759","Hillah environs, c. 10 km. S of anc. Babylon, Babylonia, before 1945","Hillah environs","",""
"igch1042","Dabla-Gomi, Samtredia raion, Georgia, 1929","Dabla-Gomi","",""
"igch2250","Biancavilla, near Adranum, 1953","Biancavilla","http://www.geonames.org/2525560","Biancavilla (Italy)"
"igch2088","Megara Hyblaea, 1889","Megara Hyblaea","http://www.geonames.org/8063661","Megara Hyblaea (Italy)"
"igch1678","Phacous (= Fâqus), 30 km. NE of Zagazig, 1956","Phacous","",""
"igch1535","Syria, 1959","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch1979","Taranto, Solito, Calabria, 1913","Taranto","http://www.geonames.org/3165926","Taranto (Italy)"
"igch1790","Malayer, c. 65 km. SE of Hamadan (anc. Ecbatana), Media, , c. 1934","Malayer","http://www.geonames.org/125185","Malāyer (Iran)"
"igch1776","Mesopotamia, 1953","Mesopotamia","http://www.geonames.org/99237","Iraq (Iraq)"
"igch1160","Didyma, Ionia, 1968","Didyma","http://www.geonames.org/263115","Dídyma (Greece)"
"igch0776","Greece, 1912-1913","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch2149","Sicily, 1877","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0419","Cittavecchia, Lesina (anc. Pharos), Dalmatia, Yugoslavia, 1836","Cittavecchia","http://www.geonames.org/3189964","Starigrad (Croatia)"
"igch0640","Viisoara, c. 35 km. SW of Bacau, Rumania, 1957","Viisoara","http://www.geonames.org/8334947","Comuna Viişoara (Romania)"
"igch0836","Tutrakan, c. 50 km. W of Silistra, Bulgaria, 1964","Tutrakan","http://www.geonames.org/726140","Obshtina Tutrakan (Bulgaria)"
"igch0243","Peloponnesus?, before 1940","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch0039","Euboea, 1921","Euboea","http://www.geonames.org/262565","Euboea (Greece)"
"igch0693","Nevrokop, 1946","Nevrokop","http://www.geonames.org/838847","Nevrokop (Macedonia)"
"igch2371","Entremont (anc. oppidum of the Salluvii), near Aix, 1953","Entremont","http://www.geonames.org/6458768","District d'Entremont (Switzerland)"
"igch1129","Kerch, (anc. Panticapaeum), Crimea oblast, Ukraine, 1881","Kerch","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch2092","Selinunte ("Latomie"), 1885","Selinunte","http://www.geonames.org/2523164","Selinunte (Italy)"
"igch0305","Larissa, 1958","Larissa","http://www.geonames.org/258576","Lárisa (Greece)"
"igch0963","Nova Zagora, Bulgaria, 1943","Nova Zagora","http://www.geonames.org/728741","Obshtina Nova Zagora (Bulgaria)"
"igch0830","Momčilovici, Smoljan district, Bulgaria, 1958","Momčilovici","http://www.geonames.org/3282582","Momčilovići (Croatia)"
"igch1866","Amarkot, near Dera Ghazi Khan, on the Indus River, Punjab, Pakistan, 1899","Amarkot","http://www.geonames.org/1184563","Amarkot (Pakistan)"
"igch0672","Gradiste, 35 km. SSE of Deva, Rumania, 1803","Gradiste","http://www.geonames.org/3199682","Gradište (Montenegro)"
"igch1049","Voikovo (formerly Keterles), 2 km. NW of Kerch', Crimea oblast, Ukraine, 1910","Voikovo","",""
"igch1923","Altamura, Apulia, 1960","Altamura","http://www.geonames.org/3183178","Altamura (Italy)"
"igch1883","Calabria, 1842","Calabria","http://www.geonames.org/2523630","Reggio Calabria (Italy)"
"igch0759","Mâglis, c. 30 km. N of Stara Zagora, Bulgaria, 1934","Mâglis","http://www.geonames.org/728928","Mŭglizh (Bulgaria)"
"igch0643","Vrankamen-Berg, between Krupa (mod. Krupanj ?) and Otoka, Bosnia, Yugoslavia, 1887","Vrankamen-Berg","",""
"igch1412","Asia Minor, central, 1924","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1478","Ras Shamra (anc. Ugarit), c. 10 km. N of Latakia (anc. Laodiceia ad Mare), Seleucis, 1936","Ras Shamra","http://www.geonames.org/165369","Ugarit (Syria)"
"igch2280","Abbasanta, 30 km. NE of Oristano, Sardinia, before 1900","Abbasanta","http://www.geonames.org/3183579","Abbasanta (Italy)"
"igch0422","Celeiu, c. 34 km. W of Turnu Magurele, Rumania, 1958","Celeiu","http://www.geonames.org/682433","Celeiu (Romania)"
"igch0614","Brestovec, c. 7 km. S of Pleven, Bulgaria, 1951","Brestovec","http://www.geonames.org/732899","Brestovets (Bulgaria)"
"igch2334","Valeria (= Valera de Arriba), 30 km. S of Cuenca, 1948","Valeria","http://www.geonames.org/3832602","Villa Valeria (Argentina)"
"igch2323","Seville, Cuesta del Rosario, 1944","Seville","http://www.geonames.org/2510911","Seville (Spain)"
"igch2107","Sicily, before 1905","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch1581","Syria or N. Phoenicia, 1922 (604, 871)","Syria or N. Phoenicia","",""
"igch1557","Teffaha, c. 20 km. E of Tartus (anc. Antaradus), N. Phoenicia, 1954","Teffaha","http://www.geonames.org/2477377","Teffâha (Algeria)"
"igch0951","Dragomir, 1960","Dragomir","http://www.geonames.org/6459987","Dragomir (Bulgaria)"
"igch0595","Dieci, 1957","Dieci","http://www.geonames.org/679416","Comuna Dieci (Romania)"
"igch1395","Sinan Pascha near Afyon-Karahissar (20, 982) (anc. Prymnessus), Phrygia, 1919","Sinan Pascha near Afyon-Karahissar (20","",""
"igch0337","Piraeus, 1937","Piraeus","http://www.geonames.org/255274","Piraeus (Greece)"
"igch1597","Khan el-Abde (anc. Orthosia), c. 15 km. N of Tripolis, Phoenicia, 1938","Khan el-Abde","",""
"igch0675","Cojeasca, c. 40 km. NNW of Bucharest, Rumania, 1936","Cojeasca","",""
"igch0997","Nymphaeum (mod. Geroevka, formerly Ėl'tigen), S of Kerch', Crimea oblast, Ukraine, 1949","Nymphaeum (mod. Geroevka","",""
"igch0105","Ithaca, before 1938","Ithaca","http://www.geonames.org/261707","Ithaca (Greece)"
"igch1853","Charsadda (anc. Peucolaotis), environs, Gandhara, Pakistan, 1917","Charsadda","http://www.geonames.org/7419051","Chārsadda District (Pakistan)"
"igch1610","Palestine, before 1941","Palestine","http://www.geonames.org/6254930","Palestine (Palestine)"
"igch0741","Kasamovo, 15 km. SW of Plovdiv, Bulgaria, 1894","Kasamovo","",""
"igch0891","Silistra, Bulgaria, c. 1968","Silistra","http://www.geonames.org/727221","Silistra (Bulgaria)"
"igch1662","Semenood (mod. Samannûd; anc. Sebennytis), 20 km. SW of El Mansûra), 1907","Semenood","",""
"igch1214","Yaka, near Bozdogan (anc. Orthosia), Caria, , 1959","Yaka","http://www.geonames.org/2293910","Yaka (Ghana)"
"igch1858","Butkhak, c. 20 km. S of Cabul (anc. Cabura, Paropamisadae), before 1943","Butkhak","http://www.geonames.org/1146081","But Khāk (Afghanistan)"
"igch0048","Andritsaena, Elis, 1948","Andritsaena","http://www.geonames.org/265048","Andritsaina (Greece)"
"igch0178","Euboea?, 1966","Euboea","http://www.geonames.org/262565","Euboea (Greece)"
"igch1934","Torre dell'Ovo, 30 km. SE of Taranto, Calabria, 1912","Torre dell'Ovo","http://www.geonames.org/3171766","Torre dell'Ovo (Italy)"
"igch1441","Asia Minor?, c. 1964","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1231","Asia Minor, western, before 1947","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1045","Kobuleti environs, Adzhar ASSR, Georgia, 1952","Kobuleti environs","",""
"igch0503","Baurene, c. 30 km. N of Vraca, Bulgaria, 1966","Baurene","http://www.geonames.org/6461546","Baurene (Bulgaria)"
"igch2346","C'an Juan d'en Cauna, Ibiza, 1967","C'an Juan d'en Cauna","",""
"igch0496","Ralevo, Pleven district, Bulgaria, 1940","Ralevo","http://www.geonames.org/727783","Ralevo (Bulgaria)"
"igch2374","Tourdan, 50 km. S of Lyon, 1890","Tourdan","http://www.geonames.org/2983828","Revel-Tourdan (France)"
"igch1135","Sabun Hill, near Cherronesus (near mod. Sevastopol'), Crimea oblast, Ukraine, 1971","Sabun Hill","http://www.geonames.org/165117","Rujm aş Şābūn (Syria)"
"igch2173","Grammichele, 10 km. E of Caltagirone, 1902","Grammichele","http://www.geonames.org/2524583","Grammichele (Italy)"
"igch1036","Poti environs, Georgia, 1910","Poti environs","",""
"igch0101","Tripolis ?, Arcadia, 1914","Tripolis","http://www.geonames.org/2210247","Tripoli (Libya)"
"igch1259","Cilicia, before 1914","Cilicia","http://www.geonames.org/8378491","Cilicia (Roman province) (Turkey)"
"igch1533","Syria northern, 1960","Syria northern","http://www.geonames.org/163843","Syria (Syria)"
"igch1611","Jaffa (anc. Joppa), Judaea, 1949","Jaffa","http://www.geonames.org/293253","Jaffa (Israel)"
"igch0555","Dojran, Serbia, Yugoslavia, 1932","Dojran","http://www.geonames.org/862949","Opština Dojran (Macedonia)"
"igch1345",""Dalyan", near anc. Caunus, Caria, 1954",""Dalyan"","http://www.geonames.org/317681","Dalyan (Turkey)"
"igch0367","Olynthus, 1934","Olynthus","http://www.geonames.org/735088","Myriófyto (Greece)"
"igch0953","Oresak, c. 16 km. N of Varna, Bulgaria, 1944","Oresak","",""
"igch1179","Chios?, Ionia, , c. 1933","Chios","http://www.geonames.org/259972","Chios (Greece)"
"igch1547","Khan Cheikhoun, c. 25 km. E of anc. Apameia, Seleucis, 1940","Khan Cheikhoun","http://www.geonames.org/168325","Khān Shaykhūn (Syria)"
"igch0352","Hierapytna (mod. Hierapetra), Crete, 1933?","Hierapytna","",""
"igch2119","Contessa, 15 km. SW of Corleone, 1888","Contessa","http://www.geonames.org/2524940","Contessa Entellina (Italy)"
"igch2327","Granada (anc. Iliberris), 1925","Granada","http://www.geonames.org/3580239","Grenada (Grenada)"
"igch1337","Chios ?, Ionia, c. 1910","Chios","http://www.geonames.org/259972","Chios (Greece)"
"igch0432","Myriophyton, near Olynthus, Macedonia, 1932-1933","Myriophyton","",""
"igch0505","Portitovci, c. 37 km. N of Vraca, Bulgaria, 1949","Portitovci","http://www.geonames.org/6459216","Portitovci (Bulgaria)"
"igch2013","Motta S. Giovanni, 12 km. S of Reggio, Bruttium, 1950","Motta S. Giovanni","",""
"igch2199","Gela, 1901-1903","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch2234","Syracuse, 1954","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch0634","Pestera Bolii, 41 km. N of Tîrgu Jiu, Rumania, before 1961","Pestera Bolii","http://www.geonames.org/684271","Boli (Romania)"
"igch1459","Asia Minor, c. 1935","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1298","Asia Minor, western?, before 1913","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1998","Taranto, Calabria, 1912","Taranto","http://www.geonames.org/3165926","Taranto (Italy)"
"igch0507","Berkovica (formerly Berkovsko), 22 km. S of Mihajlovgrad, Bulgaria, 1965","Berkovica","http://www.geonames.org/733264","Berkovitsa (Bulgaria)"
"igch1717","Alexandria, 1933","Alexandria","http://www.geonames.org/361058","Alexandria (Egypt)"
"igch1575","Aleppo (anc. Beroea), Cyrrhestica, 1939","Aleppo","http://www.geonames.org/170063","Aleppo (Syria)"
"igch0875","Murgeni, c. 30 km. E of Bîrlad, Rumania, 1936","Murgeni","http://www.geonames.org/672614","Oraș Murgeni (Romania)"
"igch1397","Yunak, c. 80 km. NE of Aksehir (anc. Claneus?), Galatian-Phrygian border, 1965","Yunak","http://www.geonames.org/8632110","Yunak İlçesi (Turkey)"
"igch2037","Strongoli (anc. Petelia), 25 km. N of Croton, Bruttium, 1880","Strongoli","http://www.geonames.org/6538021","Strongoli (Italy)"
"igch0545","Casolt (formerly Kastenholz), c. 12 km. SE of Sibiu, Rumania, 1777","Casolt","http://www.geonames.org/682594","Cașolț (Romania)"
"igch2203","Palma di Montechiaro, 20 km. SE of Agriento, 1954?","Palma di Montechiaro","http://www.geonames.org/2523908","Palma di Montechiaro (Italy)"
"igch1140","Cape Tyzla (anc. Corocondame), Taman' Peninsula, Krasnodar Territory, RSFSR, 1913","Cape Tyzla","",""
"igch2252","Megara Hyblaea, 1949","Megara Hyblaea","http://www.geonames.org/8063661","Megara Hyblaea (Italy)"
"igch0443","Macedonia?, 1970 or earlier","Macedonia","http://www.geonames.org/718075","Macedonia (Macedonia)"
"igch2294","Wadi Sofeggin, 250 km. SE of Tripoli, 1965","Wadi Sofeggin","http://www.geonames.org/2212445","Wādī Sawfajjīn (Libya)"
"igch0325","Delos, 1968","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch1052","Cherronesus (near mod. Sevastopol'), Crimea oblast, Ukraine, 1895","Cherronesus","",""
"igch1323","Priene, Ionia, 1870","Priene","http://www.geonames.org/7733372","Priene (Turkey)"
"igch1566","Arndt (anc. Marathus), N. Phoenicia, 1947","Arndt","http://www.geonames.org/5887130","Arndt Lake (Canada)"
"igch0060","Peloponnesus, before 1937","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch1724","Tanis (mod. San el Hagar), 50 km. E of El Mansûra, 1912","Tanis","http://www.geonames.org/349653","Tanis (Egypt)"
"igch1485","Syria, 1932","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch2229","Polizzi Generosa, 30 km. S of Cefalù, 1957","Polizzi Generosa","http://www.geonames.org/6537750","Polizzi Generosa (Italy)"
"igch1567","Baarin, c. 15 km. SE of Massyaf, N. Phoenicia, 1955","Baarin","",""
"igch0360","Nea Cassandra, Macedonia, c. 1897","Nea Cassandra","",""
"igch0625","Herastrau, outskirts of Bucharest, Rumania, 1938","Herastrau","http://www.geonames.org/6691780","Parcul Herastrau (Romania)"
"igch1516","Aleppo (anc. Beroea), Cyrrhestica, 1893","Aleppo","http://www.geonames.org/170063","Aleppo (Syria)"
"igch1833","Taxila, Punjab, Pakistan, 1884","Taxila","http://www.geonames.org/1163715","Taxila (Pakistan)"
"igch1582","Tartus (anc. Antaradus), N. Phoenicia, 1952","Tartus","http://www.geonames.org/163342","Tartus (Syria)"
"igch2307","Banasa, (mod. Souk-el Arbaa), 120 km. NE of Rabat, Morocco, 1907","Banasa","http://www.geonames.org/2556300","Banasa (Morocco)"
"igch0398","Bjala, c. 54 km. N of Veliko Târnovo, Bulgaria, 1939","Bjala","http://www.geonames.org/3103402","Bielsko-Biała (Poland)"
"igch1746","Sarnakunk environs, Sisian raion, c. 150 km. SE of Erevan, Armenia, 1945","Sarnakunk environs","",""
"igch0241","Euboea, before c. 1920","Euboea","http://www.geonames.org/262565","Euboea (Greece)"
"igch2382","Tournoux, near Barcelonnette, Basses-Alpes dept., 1859","Tournoux","http://www.geonames.org/2972204","Fort de Tournoux (France)"
"igch1144","Kerch, (anc. Panticapaeum), Crimea oblast, Ukraine, 1897","Kerch","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch2111","Sicily, 1934","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0215","Carystus, Euboea, c. 1930?","Carystus","",""
"igch0703","Pazardzik environs, Bulgaria, 1936","Pazardzik environs","",""
"igch0284","Delos, 1905(306c)","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch2060","Lentini, 1906","Lentini","http://www.geonames.org/2524410","Lentini (Italy)"
"igch1062","Ochakov, Nikolaev oblast, Ukraine, 1893","Ochakov","http://www.geonames.org/698766","Ochakovskiy Mys (Ukraine)"
"igch1886","Calabria (anc. Bruttium), 1920","Calabria","http://www.geonames.org/2523630","Reggio Calabria (Italy)"
"igch0287","Oreus (anc. Histiaea), Euboea, before 1950","Oreus","",""
"igch1121","Olbia (mod. Parutino), Ochakov raion, Nikolaev oblast, Ukraine, 1959","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch1147","Pattraeus, N of mod. Taman', Krasnodar Territory, RSFSR, 1950","Pattraeus","",""
"igch2161","Naxus (mod. Schisò), date unknown","Naxus","",""
"igch1725","Alexandria ("Rivaye d'Alexandria"), 1904?","Alexandria","http://www.geonames.org/361058","Alexandria (Egypt)"
"igch0078","Orchomenus, Boeotia, 1920","Orchomenus","http://www.geonames.org/256268","Orchomenos (Greece)"
"igch0446","Macedonia, c. 1917","Macedonia","http://www.geonames.org/718075","Macedonia (Macedonia)"
"igch1568","Kessab, c. 18 km. S of anc. Seleuceia Pieria, Seleucis, 1952","Kessab","http://www.geonames.org/270597","Mazraat Kassâb (Lebanon)"
"igch1105","Kerch' (anc. Panticapaeum), before 1884","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch0211","Orik (anc. Oricus), c. 25 km. SW of Vlonë (Valona), Albania, 1958","Orik","http://www.geonames.org/1496078","Orik (Russia)"
"igch2109","Segesta?, c. 1935","Segesta","http://www.geonames.org/2523171","Segesta (Italy)"
"igch0613","Berkovica (formerly Berkovsko), 22 km. S of Mihajlovgrad, Bulgaria, 1958","Berkovica","http://www.geonames.org/733264","Berkovitsa (Bulgaria)"
"igch0012","Athens (Acropolis), 1886","Athens","http://www.geonames.org/264371","Athens (Greece)"
"igch0819","Gospodinci, near Nevrokop, Bulgaria, 1947","Gospodinci","http://www.geonames.org/6459583","Gospodinci (Bulgaria)"
"igch1692","Zagazig (anc. Bubastis), 1894","Zagazig","http://www.geonames.org/359493","Zagazig (Egypt)"
"igch1188","Troas, 1969","Troas","http://www.geonames.org/664589","Troaş (Romania)"
"igch1895","Taranto, Calabria, 1951","Taranto","http://www.geonames.org/3165926","Taranto (Italy)"
"igch0657","Beius, c. 50 km. SE of Oradea, Rumania, before 1939","Beius","http://www.geonames.org/685174","Beiuș (Romania)"
"igch0731","Aleksandrovo, 20 km. NW of Stara Zagora, Bulgaria, 1945","Aleksandrovo","http://www.geonames.org/583052","Urochishche Aleksandrovo (Russia)"
"igch0390","Preajba de Pădure, 32 km. ESE of Craiova, Rumania, 1928","Preajba de Pădure","http://www.geonames.org/669713","Preajba de Pădure (Romania)"
"igch0117","Tricca (mod. Trikkala), Thessaly, 1938","Tricca","",""
"igch1277","Cyprus, 1934-5","Cyprus","http://www.geonames.org/146669","Cyprus (Cyprus)"
"igch0459","Chisineu Cris (formerly Kisjenö), c. 36 km. N of Arad, Rumania, 1835","Chisineu Cris","http://www.geonames.org/682008","Oraş Chişineu-Criş (Romania)"
"igch1089","Cherronesus (near mod. Sevastopol'), Crimea oblast, Ukraine, 1904","Cherronesus","",""
"igch0978","Karavelovo, c. 60 km. N of Plovdiv, Bulgaria, 1967","Karavelovo","http://www.geonames.org/730577","Karavelovo (Bulgaria)"
"igch1004","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1907?","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch1903","Lecce, Calabria, 1920","Lecce","http://www.geonames.org/3174953","Lecce (Italy)"
"igch1270","Asia Minor, 1962","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1177","Asia Minor, southern, Cilician-Pamphylian border, before 1961","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0375","Olynthus, 1934","Olynthus","http://www.geonames.org/735088","Myriófyto (Greece)"
"igch0205","Chalcis (or Boeotia), before 1958","Chalcis","http://www.geonames.org/260133","Chalcis (Greece)"
"igch1424","Mersin (anc. Zephyrium), Cilicia, c. 1963","Mersin","http://www.geonames.org/304531","Mersin (Turkey)"
"igch1658","Mit Rahineh, near Memphis, 20 km. S of Cairo, 1912-1920","Mit Rahineh","http://www.geonames.org/352547","Memphis (Egypt)"
"igch2024","Capo Vaticano, 25 km. WSW of Vibo, Bruttium, 1948","Capo Vaticano","http://www.geonames.org/2522793","Capo Vaticano (Italy)"
"igch0843","Nesebâr (anc. Mesembria), c. 40 km. NE of Burgas, Bulgaria, 1959","Nesebâr","http://www.geonames.org/728825","Nesebur (Bulgaria)"
"igch0851","Slava Rusa, c. 67 km. NNW of Constanta, Rumania, 1907","Slava Rusa","http://www.geonames.org/2016434","Slava (Russia)"
"igch1109","Lantekhi raion, junction of the Nakra and Inguri Rivers, Georgia, 1908","Lantekhi raion","",""
"igch0417","Lesina (anc. Pharos), Dalmatia, Yugoslavia, before 1837","Lesina","http://www.geonames.org/2106864","Mount Lesina (Solomon Islands)"
"igch0038","Corfu (anc. Corcyra), 1914","Corfu","http://www.geonames.org/2463679","Corfu (Greece)"
"igch2151","Pachino, 3 km. NE of Coste Fondovia, 1957","Pachino","http://www.geonames.org/2523938","Pachino (Italy)"
"igch0938","Dzebel, c. 16 km. S of Kârdzali, Bulgaria, 1938","Dzebel","",""
"igch0955","Biser, c. 46 km. E of Haskovo, Bulgaria, 1967","Biser","http://www.geonames.org/733221","Biser (Bulgaria)"
"igch1487","Al-Mina, 1936","Al-Mina","http://www.geonames.org/6940725","Al Mina (Yemen)"
"igch0123","Kalamata, Messenia, 1849","Kalamata","http://www.geonames.org/261604","Kalamata (Greece)"
"igch0239","Larissa, Thessaly, 1948","Larissa","http://www.geonames.org/258576","Lárisa (Greece)"
"igch1843","Dudial, Hazara district, Pakistan, 1906","Dudial","http://www.geonames.org/1179698","Dudiāl (Pakistan)"
"igch2129","Monte S. Calógero, SE of Termini Imerese, 1899","Monte S. Calógero","",""
"igch2317","Denia (= Dianium; anc. Hemeroskopeion), 85 km. SE of Valencia, before 1906","Denia","http://www.geonames.org/2518878","Denia (Spain)"
"igch1335","Caria, 1970","Caria","http://www.geonames.org/8378490","Caria and Phrygia (Roman province) (Turkey)"
"igch2086","Agrigento (anc. Acragas), 1862","Agrigento","http://www.geonames.org/2525764","Agrigento (Italy)"
"igch1760","Hillah environs, 1949","Hillah environs","",""
"igch1745","Khinisly environs, Shemakha raion, Azerbaidzhan, in anc. Albania, 1958","Khinisly environs","",""
"igch0734","Ioan Corvin (formerly Cuzgun) c. (287, 1105) 37 km. E of Calarasi, Rumania, 1905","Ioan Corvin  c. (287","",""
"igch0995","Berezan' Island (anc. Leuke), off the Dnieper-Bug estuary, Ukraine, 1909","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch1309","Cos?, before 1912","Cos","http://www.geonames.org/8584008","Villa de Cos (Mexico)"
"igch1670","Kuft (anc. Koptos), between Keneh and Luxor, 1875-1880","Kuft","",""
"igch2093","Catania, before 1885","Catania","http://www.geonames.org/2525068","Catania (Italy)"
"igch2108","Himera?, date unknown","Himera","http://www.geonames.org/2435132","Bitchotchi Himéra (Chad)"
"igch1885","Strongoli (anc. Petelia), 25 km. N of Croton, Bruttium, 1955","Strongoli","http://www.geonames.org/6538021","Strongoli (Italy)"
"igch2227","Pachino, extreme SE of Sicily, 1923","Pachino","http://www.geonames.org/2523938","Pachino (Italy)"
"igch0740","Sladun (formerly Hass keui), near Haskovo, Bulgaria, c. 1886","Sladun","http://www.geonames.org/727125","Sladun (Bulgaria)"
"igch0673","Dolj, Craiova district, Rumania, 19th cent.","Dolj","http://www.geonames.org/679134","Dolj (Romania)"
"igch0813","Constanta (anc. Tomis), Rumania, 1916","Constanta","http://www.geonames.org/680963","Constanța (Romania)"
"igch0753","Trojanovo, c. 40 km. S of Stara Zagora, Bulgaria, 1961","Trojanovo","http://www.geonames.org/6460385","Trojanovo (Bulgaria)"
"igch1836","Pachkura Buzurg, Hamirpur district, c. 70 km. S of Cawnpur, Uttar Pradesh, India, 1877","Pachkura Buzurg","",""
"igch0804","Cal, c. 60 km. S of Kârdzali, Bulgaria, 1966","Cal","http://www.geonames.org/3946083","Callao (Peru)"
"igch1660","Memphis, 20 km. S of Cairo, 1916","Memphis","http://www.geonames.org/4641239","Memphis (United States)"
"igch1150","Kerch' (anc. Panticapaeum), 1888","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch0699","Lemnos, 1892","Lemnos","http://www.geonames.org/258293","Lemnos (Greece)"
"igch1657","Egypt, 1936","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0200","Kyra Vrysi, near Corinth, 1934","Kyra Vrysi","",""
"igch2274","San Sperato, near Sestu, 10 km. N of Cagliari, Sardinia, 1535","San Sperato","",""
"igch1442","Asia Minor, c. 1950","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0006","Cyclades ?, c. 1889","Cyclades","http://www.geonames.org/6299502","Cyclades Islands, Naxos Airport (Greece)"
"igch1013","Taman' (anc. Her monassa) environs, Krasnodar Territory, RSFSR, 1845","Taman'  environs","",""
"igch1523","Latakia (anc. Laodiceia ad Mare), Seleucis, 1940","Latakia","http://www.geonames.org/173576","Latakia (Syria)"
"igch1901","Taranto environs, 1914","Taranto environs","",""
"igch2308","Cap Djinet, 20 km. W of Dellys, Algeria, 1902","Cap Djinet","http://www.geonames.org/2499846","Djinet (Algeria)"
"igch0426","Bruiu, c. 40 km. ENE of Sibiu, Rumania, 1922","Bruiu","http://www.geonames.org/683620","Comuna Bruiu (Romania)"
"igch2167","Palazzolo (anc. Acrae), 1903","Palazzolo","http://www.geonames.org/3171586","Palazzolo sull'Oglio (Italy)"
"igch2068","Passo di Piazza (anc. Gela), 1934","Passo di Piazza","",""
"igch2310","El Arahal, 40 km. SE of Seville, 1962","El Arahal","http://www.geonames.org/2518729","El Arahal (Spain)"
"igch2240","Aidone, 1908","Aidone","http://www.geonames.org/2525761","Aidone (Italy)"
"igch0389","Greece, northern, c. 1920","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0551","Mikrochorion, Drama district, Macedonia, 1938","Mikrochorion","http://www.geonames.org/257039","Mikrochórion (Greece)"
"igch1512","Baalbek (anc. Heliopolis), Coelesyria, 1885","Baalbek","http://www.geonames.org/277130","Baalbek (Lebanon)"
"igch0993","Olbia (mod. Parutino), Ochakov raion, Nikolaev oblast, Ukraine, 1946","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch0742","Gorni Domljan, c. 40 km. N of Plovdiv, Bulgaria, 1962","Gorni Domljan","http://www.geonames.org/731215","Gorni Domlyan (Bulgaria)"
"igch1237","Asia Minor, northern, c. 1920","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0096","Kalyvia, Larissa district, Thessaly, 1933","Kalyvia","http://www.geonames.org/257448","Megála Kalývia (Greece)"
"igch0683","Costesti, c. 35 km. SE of Deva, Rumania, 1962","Costesti","http://www.geonames.org/680563","Comuna Costeşti (Romania)"
"igch1218",""Pademlik" near Datça (anc. Cnidus) Caria, before 1930",""Pademlik" near Datça  Caria","",""
